"Hashtag","Frequency"
"IL08",77
"DuckworthDiary",40
"Veterans",39
"Trumpcare",29
"Vets",28
"MuslimBan",26
"DREAMers",21
"gunviolence",21
"STEM",21
"AWP2013",20
"DACA",20
"RFS",19
"GOPTaxScam",16
"SCOTUS",16
"SOTU",16
"CAYC",15
"Dreamers",15
"jobs",15
"TDtalksCIR",15
"NoBillNoBreak",14
"TrumpBudget",14
"Illinois",12
"sitin",12
"TBT",12
"NoMoreSilence",11
"OnCampusCare",11
"TrumpCare",11
"healthcare",10
"InTheRed",10
"nationalsecurity",10
"NetNeutrality",10
"students",10
"AskDems",9
"CIR",9
"CollegeAffordability",9
"FAMAct",9
"FlyTheW",9
"AmericanService",8
"DeVos",8
"infrastructure",8
"LGBT",8
"NDAA",8
"opioidepidemic",8
"PlannedParenthood",8
"ServiceAcademy",8
"ACA",7
"CongressionalArtCompetition",7
"EqualPayDay",7
"ExIm4Jobs",7
"HigherEd",7
"IL",7
"LGBTQ",7
"manufacturing",7
"Pruitt",7
"AAPI",6
"ADA",6
"CC2C",6
"civilrights",6
"DefendDACA",6
"DreamAct",6
"Elgin",6
"EpiPen",6
"GunViolence",6
"hunger",6
"MiddleClassFirst",6
"military",6
"paidleave",6
"Sessions",6
"BlackHistoryMonth",5
"CAC15",5
"CAYCs",5
"DisarmHate",5
"EPA",5
"EqualityAct",5
"ExIm4jobs",5
"Fairness4Vets",5
"FlintWaterCrisis",5
"HR620",5
"MothersDay",5
"NoFlyNoBuy",5
"SNAP",5
"VA",5
"ADA25",4
"AffordableHigherEd",4
"CC2CAct",4
"CivilRights",4
"CRPD",4
"DefendTheGIBill",4
"DontShutDownOurSecurity",4
"EqualPay",4
"FiduciaryRule",4
"financialaid",4
"GetCovered",4
"GetTheLeadOut",4
"GOPshutdown",4
"GrahamCassidy",4
"HungerActionMonth",4
"Israel",4
"Medicare",4
"mfgday13",4
"OGR",4
"opioid",4
"ParentalLeave",4
"SAVAct",4
"SitIn",4
"SocialSecurity",4
"TrumpShutdown",4
"TSA",4
"UrbanProgress",4
"VeteransDay",4
"WhatMomsNeed",4
"WorkingFamilies",4
"ACESAct",3
"ArlingtonHeights",3
"Army",3
"BlackHistory365",3
"CareForVets",3
"CCAMPIS",3
"Cubs",3
"DisabilityRightsAreCivilRights",3
"DrainTheSwamp",3
"equality",3
"equalpay",3
"ExImBank",3
"FAFSA",3
"families",3
"Flint",3
"FlytheW",3
"FY16NDAA",3
"HASC",3
"JudgeGorsuch",3
"MarchForScience",3
"MayTheFourth",3
"MemorialDay",3
"Military",3
"MillennialMon",3
"PaycheckFairness",3
"POTUS",3
"RaiseTheWage",3
"SAVEbenefits",3
"SaveOurCare",3
"Servicemembers",3
"smallbusinesses",3
"SmallBusinessSaturday",3
"StandWithPP",3
"StudentParents",3
"SyrianRefugees",3
"trauma",3
"Veteran",3
"WearOrange",3
"WomensEqualityDay",3
"womenshealth",3
"WomensHistoryMonth",3
"100Days",2
"4thofJuly",2
"ABLEAct",2
"ActionAfterSilence",2
"ADA27",2
"Addison",2
"agriculture",2
"AltonSterling",2
"AM2DM",2
"AmericaSpeaksOut",2
"Apollo11",2
"ArmedServices",2
"ArmyStrong",2
"AUMF",2
"BanTheBox",2
"Bloomingdale",2
"BostonMarathon",2
"BrokenPromises",2
"CapitolFacts",2
"Charlottesville",2
"Chicago",2
"ClimateChange",2
"CombatVeteran",2
"consumers",2
"Cuba",2
"Dallas",2
"DayWithoutAWoman",2
"DDay",2
"DisabilityRights",2
"DOJ",2
"DREAM",2
"EarthDay",2
"Ebola",2
"economy",2
"education",2
"EducationSecretary",2
"ElkGrove",2
"Elmhurst",2
"employment",2
"EndAlz",2
"EndGunViolence",2
"EndTheBan",2
"enough",2
"EpiPens",2
"FairChance",2
"FAMact",2
"familyleave",2
"Fast4Families",2
"FindYourPark",2
"firefighters",2
"Flynn",2
"FMLA",2
"FMLA25",2
"GanderServiceDog",2
"GREATAct",2
"health",2
"HiringOurHeroes",2
"HoldAVote",2
"HungerAction",2
"ImmigrantsWelcome",2
"Jointsession",2
"LaborDay",2
"LastSOTU",2
"LeadOnLeave",2
"marriageequality",2
"MarriageEquality",2
"Medicaid",2
"MilConVA",2
"minimumwage",2
"MLK",2
"Mnuchin",2
"MonumentsForAll",2
"Mylan",2
"nationalservice",2
"NLCS",2
"NoBanNoWall",2
"northKorea",2
"NotoriousRBG",2
"Orlando",2
"OTD",2
"PaidLeave",2
"PhilandoCastile",2
"PhRMA",2
"ProtectDreamers",2
"publicschools",2
"RebuildAmerica",2
"RefugeesWelcome",2
"RipOffClause",2
"RXAccess",2
"SAVact",2
"SaveYourSavings",2
"SecDef",2
"sexualassault",2
"skillsgap",2
"SmallBiz",2
"smallbusiness",2
"SmallBusiness",2
"SocialSecurity80",2
"studentparents",2
"tbt",2
"ThankedATeacher",2
"TIGER",2
"tourism",2
"transportation",2
"traumacare",2
"TroopTalentAct",2
"TrumpCuts",2
"UMatter",2
"USA",2
"USWNT",2
"VFW",2
"VisaWaiverProgram",2
"WomensHealthResearchDay",2
"WomensMarch",2
"womensrights",2
"WomenSucceed",2
"WorkingStudents",2
"WorldAIDSDay",2
"YearInReview",2
"100days",1
"13thAmendment",1
"15thAmendment",1
"1of1million",1
"21stCentury",1
"2million",1
"AAPIEqualPay",1
"AAPIs",1
"AAPIs4CIR",1
"AAUW",1
"ABetterDeal",1
"AbigailAdams",1
"ABLEact",1
"ABMSummit17",1
"AbrahamLincoln",1
"ActforWomen",1
"ActonClimate",1
"ActOnClimate",1
"ADA25Chicago",1
"ADA26",1
"adoption",1
"Afghanistan",1
"AFLCIO",1
"AGday2015",1
"Agriculture",1
"AIDS",1
"AIPAC",1
"AIPAC2017",1
"AirForceOne",1
"Airmen",1
"Alzheimers",1
"AlzheimersAwarenessMonth",1
"America",1
"AmericanDreamer",1
"AmericanHero",1
"AMR",1
"AMSUS2016",1
"AnimalRights",1
"ANTIQUITIESActOf2018",1
"APAHM",1
"APAHM2015",1
"app",1
"ApprenticeshipsonDemand",1
"ArmedForcesDay",1
"ArmyBDay",1
"ArmyBirthdayRun",1
"ArmyROTC100",1
"askdems",1
"AsLongAsItTakes",1
"B1GCats",1
"backgroundchecks",1
"BastilleDay",1
"BatonRouge",1
"BestPlacestoLive",1
"bfing",1
"BigPharma",1
"biodiversity",1
"biofuels",1
"bipartisan",1
"BipartisanBudgetAct",1
"BipartisanBudgetAgreement",1
"birthcontrol",1
"BlackWomensEqualPay",1
"BoroughMarket",1
"BradyBill",1
"BringBackOurGirls",1
"BrusselsAttacks",1
"BuildingTrades",1
"BullyingPreventionMonth",1
"BusinessDevelopment",1
"BuyAmerican",1
"CanadianPacific",1
"cancer",1
"CapitolHill",1
"CapitolPolice",1
"Carbondale",1
"CCRAA",1
"CDC",1
"CelebrateNVRD",1
"CFPB",1
"childcare",1
"ChildCareNow",1
"ClayHuntSAV",1
"CleanEnergy",1
"CleanWater",1
"COLA",1
"college",1
"College",1
"collegeaffordability",1
"CombatVets",1
"ComeyFiring",1
"CommanderInChief",1
"CommerceSecretary",1
"commonsense",1
"CommonSense",1
"CommunityCollege",1
"communitygardening",1
"CommunityService",1
"conflictsofinterest",1
"Congratulations",1
"CongressionalAppChallenge",1
"Consitution",1
"Constitution",1
"consumerprotection",1
"CookieSeason",1
"Crosscheck",1
"CTEopportunity",1
"Cubbies",1
"cyber7",1
"CyberAware",1
"cybersecurity",1
"cyMLK",1
"DaBears",1
"DACAworks",1
"DADT",1
"DAPA",1
"DAR",1
"DayOfRemembrance",1
"DC",1
"DD214",1
"DebtOfHonor",1
"DefendCFPB",1
"DefendtheGIBill",1
"DemandaVote",1
"DepartmentOfEducation",1
"DHS",1
"DHSfunding",1
"disabilityrights",1
"Disabilityrights",1
"DisarmHateRally",1
"Disneyland",1
"DMZ",1
"DoD",1
"DOE",1
"DOJReport",1
"DOL",1
"domesticabuse",1
"domesticviolence",1
"DontFireMeForMyChoice",1
"DontKillUs",1
"Doodle4Google",1
"DoYourJob",1
"Dream",1
"DreamActNow",1
"DVAM",1
"Eclipse",1
"economicjustice",1
"EconomicJustice",1
"EconomicOpportunity",1
"edpolicy",1
"EidMubarak",1
"Eliteathletes",1
"Emoluments",1
"ENDALZ",1
"EndoMarch2014",1
"EndThisNow",1
"EnergyStar",1
"EqualityForward",1
"equalopportunity",1
"EqualPayForEqualWork",1
"EqualPayNow",1
"EqualPlayEqualPay",1
"EqualProtection",1
"ESEA",1
"ESL",1
"ExploraVision",1
"extendUI",1
"ExtendUI",1
"F35",1
"FACT",1
"Fairness4Veterans",1
"fairpay",1
"FairPay",1
"FairPayAct",1
"FamilyAct",1
"FAMILYAct",1
"FARA",1
"Fermilabs50th",1
"FillUpYourPlate",1
"First100Days",1
"FloodAwarenessWeek",1
"FlynnResignation",1
"Flynnvestigation",1
"FMLA22",1
"FMLA23",1
"FMLA24",1
"FOIA",1
"ForeclosureKing",1
"France",1
"FreedomToMarry",1
"FY17NDAA",1
"FY2015",1
"FY2016",1
"GalentinesDay",1
"GettysburgAddress",1
"GettysburgReplies",1
"GIBill",1
"GirlScout",1
"GivingTuesday",1
"globalaccessforum",1
"GlobalGagRule",1
"gocats",1
"GoCubsGo",1
"GoldStar",1
"GoOrange",1
"GOPShutdown",1
"GOPtaxScam",1
"GreenRibbon",1
"GrillingLikeaPRO",1
"Guard379",1
"Guard380",1
"guns",1
"GunSense",1
"GunTrafficking",1
"GunViolenceAwarenessDay",1
"GunVote",1
"GWClassof2017",1
"GWcommencement",1
"GWCommencement",1
"GWU",1
"Halloween",1
"HanoverPark",1
"HappyBirthday",1
"HappyBirthdayMarines",1
"HappyFathersDay",1
"HappyHalloween",1
"Headstart50",1
"healthinsurance",1
"heroin",1
"HHM",1
"highered",1
"highereducation",1
"HIV",1
"HobbyLobby",1
"holdthefloor",1
"HolocaustRemembranceDay",1
"HomefrontRising",1
"HonorWithAction",1
"horticulture",1
"HowWellWin",1
"HR2023",1
"HR5",1
"HumanRightsDay",1
"humantrafficking",1
"HungerWalk",1
"HurricaneMatthew",1
"IAVA",1
"Ibelievethatwewillwin",1
"ICYMI",1
"IDAHOT",1
"IFadvocacy",1
"IHireVets",1
"il08",1
"ILHungerAction",1
"illinois",1
"IllinoisAllianceforRetiredAmericans",1
"Illinoisans",1
"ILVets",1
"ImmigrantHeritageMonth",1
"ImmigrantsRights",1
"immigration",1
"ImmigrationAction",1
"immigrationreform",1
"ImmigrationReform",1
"immunization",1
"infertility",1
"insta",1
"InternationalWomensDay",1
"IranDeal",1
"Irma",1
"Israeli",1
"Istanbul",1
"IStandWithPP",1
"IVF",1
"ivf4vets",1
"IVF4vets",1
"IWD2016",1
"IwoJima",1
"JCC",1
"JCCs",1
"JobCreation",1
"JointAddress",1
"July4",1
"July4th",1
"justice",1
"KeystonePipeline",1
"KilltheBill",1
"LawEnforcement",1
"lead",1
"leadpoisoning",1
"LEED",1
"letlizspeak",1
"letsgocubbies",1
"LetsGoCubs",1
"LGBTRights",1
"LittleLobbyists",1
"LondonBridge",1
"Louisiana",1
"lovecantwait",1
"LoveCantWait",1
"LoveisLove",1
"LoveMustWin",1
"LoveWins",1
"LoyolaStritch",1
"LunarNewYear",1
"LWCF",1
"MakeItInAmerica",1
"malaria",1
"Manchester",1
"manufacturers",1
"Manufacturing",1
"MasterpieceCakeshopp",1
"MedalofFreedom",1
"MedalOfHonor",1
"MemorialDay2016",1
"MerryChristmas",1
"MFGday13",1
"MFGday16",1
"middleclass",1
"middleclassfirst",1
"MilitaryMon",1
"MilSpouseAppreciation",1
"MLKDay",1
"MLKDay2016",1
"MLKDayOfService",1
"ModelMinorityMyth",1
"MOMAct",1
"MOU",1
"MSNBC",1
"MST",1
"Munich",1
"murica",1
"muslimban",1
"Muslimban",1
"NASEM",1
"NationalAgDay",1
"NationalDayofAction",1
"NationalGunViolenceAwarenessMonth",1
"NationalParkService",1
"NationalParkWeek",1
"NationalPTA",1
"NationalSecurity",1
"NationalService",1
"NationalTeachersDay",1
"NationalVolunteerWeek",1
"NatlAdoptionDay",1
"NatlSmallBizWeek",1
"NatSciBowl",1
"naturalresources",1
"NavyYard",1
"NCLB",1
"NCService",1
"NDAA17",1
"NEHturns50",1
"neILmanufacturing",1
"neveragain",1
"NeverForget",1
"newUScitizen",1
"NewYears",1
"NewYearsEve",1
"Nice",1
"NielsenGlobalImpactDay",1
"NLDS",1
"NLPD",1
"No1shouldgohungry",1
"NOH8",1
"NoHateNoFear",1
"nohitter",1
"nokidhungry",1
"NoKidHungry",1
"NoLead",1
"NoMadMenPay",1
"NoMuslimBanEver",1
"NoOneLeftBehind",1
"NorfolkSouthern",1
"NorthKorea",1
"notforgotten",1
"NotMyBossBusiness",1
"NursesWeek",1
"NVW2016",1
"NWHW",1
"NYO2",1
"OAA50",1
"oharenoise",1
"OhareNoise",1
"Olympics",1
"OneSmallStep",1
"OpioidAwareness",1
"OpioidEpidemic",1
"opioids",1
"OpportunitySummit",1
"oversight",1
"Oversight",1
"OversightWorks",1
"ParisAgreement",1
"PassMOMAct",1
"PayEquity",1
"PayGap",1
"PeaceCorps",1
"PearlHarbor",1
"PECASE",1
"PellGrants",1
"Periscope",1
"Pilots",1
"PoisonPrevention",1
"POWMIA",1
"preschool",1
"pride",1
"Pride2017",1
"PrideMonth",1
"PrisonPhone",1
"ProtectOurCare",1
"PROVEact",1
"PROVEAct",1
"PTSD",1
"PTtransforms",1
"publicEd",1
"publiceducation",1
"publichealth",1
"PurplePurse",1
"Puzder",1
"raisethewage",1
"RaisetheWage",1
"readingiscool",1
"ReadWhereYouAre",1
"refugeeswelcome",1
"Renew911Health",1
"renewableenergy",1
"RenewableEnergy",1
"renewUI",1
"RenewUI",1
"reproductiverights",1
"RestoreTheVOTE",1
"RestoreTheVRA",1
"retirement",1
"RightToChoose",1
"Rio2016",1
"RipoffClause",1
"robotics",1
"ROCH2017",1
"Roe43",1
"RoevWade",1
"RoeVWade",1
"Rootforthehometeam",1
"RosaParks",1
"RoshHashanah",1
"ROTC",1
"RussiaReport",1
"SamsClub",1
"SanBernardino",1
"Sarona",1
"SAVEBenefits",1
"SaveDACA",1
"SaveMedicaid",1
"SaveNetNeutrality",1
"saveyoursavings",1
"SchoolBreakfastWeek",1
"ScienceChicks",1
"SCOTUSnominee",1
"SeatBeltsSaveLives",1
"SecretaryOfEducation",1
"SecurityCouncil",1
"Selma",1
"Selma50",1
"SemperFi",1
"SenecaFalls",1
"seniors",1
"Seniors",1
"SenSessions",1
"sepsis",1
"SERVAct",1
"serviceyear",1
"SESTA",1
"shame",1
"shepersisted",1
"ShePersists",1
"ShimonPeres",1
"ShopSmall",1
"shutdown",1
"SkillsGap",1
"smallbiz",1
"SmallBusinesses",1
"SmallBusinessWeek",1
"SmallGiants",1
"SNAPWorks",1
"Sochi",1
"SocialSafetyNet",1
"Solidarity",1
"SouthKorea",1
"squadgoals",1
"Stand4Service",1
"StandWithCharleston",1
"StandwithPP",1
"StanleyCup",1
"StanleysHome",1
"StateofWomen",1
"STEMChallenge",1
"Stopbullying",1
"StopGorsuch",1
"StopGunViolence",1
"StopHR620",1
"StPatricksDay",1
"StrengthNotFear",1
"StrongerAmericanFuture",1
"StudentLoans",1
"StudentVets",1
"summermeals",1
"SummerMeals",1
"SummerMealsAct",1
"SummerMealsIL",1
"Supportourtroops",1
"TakeBackDay",1
"TakeItDown",1
"TakingTheHill",1
"talkpay",1
"taxrefund",1
"taxseason",1
"TeacherAppreciationDay",1
"TeamJonny",1
"TeamUSA",1
"TelAviv",1
"teletownhall",1
