"Hashtag","Frequency"
"LASEN",422
"laflood",85
"Obamacare",84
"MentalHealthReform",77
"VoteCassidy",63
"lasen",54
"ReplaceNow",43
"GeauxTigers",37
"KeystoneXL",34
"LASen",33
"LASenateDebate",31
"GrahamCassidy",16
"geauxtigers",12
"AFSPForum16",11
"KimmelTest",11
"NationalSeersuckerDay",11
"Louisiana",10
"TheFinalDebate",10
"lasenatedebate",9
"WhoDat",9
"wphealthcare",9
"DyslexiaAwareness",8
"ElectionDay",8
"GeauxVote",8
"mentalhealthreform",8
"AccessRx",7
"LouisianaFlood",7
"LSU",7
"PatientFreedomAct",7
"prolife",7
"tbt",7
"healthcare",6
"KingvBurwell",6
"KXL",6
"lafloodrelief",6
"lagov",6
"ProHC",6
"TBT",6
"ValueforPatients",6
"VeteransDay",6
"AskDrCassidy",5
"CitrusBowl",5
"CuresNow",5
"GEAUXTIGERS",5
"healthcaredebate",5
"LaFlooding",5
"lalege",5
"SCOTUS",5
"SOTU",5
"WorldsGreatestHealthCarePlan",5
"AMBR",4
"BackTheBlue",4
"CWS",4
"Election2016",4
"Harvey",4
"HealthCareDebate",4
"ICYMI",4
"LAFlood",4
"Laflood2016",4
"LAFloodRelief",4
"Medicaid",4
"MentalHealthMatters",4
"morningjoe",4
"NewOrleans",4
"obamacare",4
"Saints",4
"54thSeat",3
"backtheblue",3
"BatonRouge",3
"BeatBama",3
"BlueLivesMatter",3
"CassidyCollins",3
"DefeatLandrieu",3
"dyslexia",3
"EGOact",3
"FNS",3
"futureofhealthcare",3
"GoSaints",3
"HealthCareReform",3
"LAflood2016",3
"LAfloodrelief",3
"LaResearch16",3
"LaSen",3
"LouisianaFlooding",3
"MikeVII",3
"MTP",3
"nationalseersuckerday",3
"NeverForget",3
"NoAmnesty",3
"RisingRed",3
"TaxReform",3
"TeamUSA",3
"Vote",3
"202Live",2
"ACA",2
"ArmedForcesDay",2
"ArmisticeDay",2
"AtlanticPulse",2
"bluelivesmatter",2
"CajunNavy",2
"Charlottesville",2
"CharterSchoolsWeek",2
"Cindy",2
"ClayHuntSAVAct",2
"CollegeTransparencyAct",2
"dailynews",2
"ETXNews",2
"FinalDebate",2
"FlashbackFriday",2
"GOMESA",2
"Healthcare",2
"HealthCare",2
"HealthcareReform",2
"HumanRightsDay",2
"HurricaneHarvey",2
"jointaddress",2
"JointAddress",2
"Katrina",2
"laflood2016",2
"LNG",2
"LSUfamily",2
"MAGA",2
"MedicareAdvantage",2
"MentalHealth",2
"NDAA",2
"NextStep",2
"NFIP",2
"ObamaCare",2
"OTD",2
"PearlHarbor",2
"PlannedParenthood",2
"preauxlife",2
"ProLife",2
"RedRiver",2
"SchoolChoice",2
"SecureTheBorder",2
"SOHillDay",2
"SWLA",2
"TaxCutsandJobsAct",2
"TeamBrittni",2
"Thanksgiving",2
"TownHall",2
"UnaffordableCareAct",2
"vote",2
"wapohealth",2
"whodat",2
"WhoDatNation",2
"WOTUS",2
"WPHealthcare",2
"WRDA",2
"Zika",2
"205years",1
"21stcenturycures",1
"25onthe25th",1
"2A",1
"2ndamendment",1
"2ndAmendment",1
"2uneIn",1
"4jobs",1
"AccessRX",1
"ACGflyin",1
"Acosta",1
"ACR2016",1
"Act4MentalHealth",1
"adoptiongives",1
"AffordabilityChampion",1
"AIPAC15",1
"airport",1
"AllForLSU",1
"allheart",1
"alllivesmatter",1
"AllLivesMatter",1
"allstarweekend",1
"AMGADC",1
"ANHQDC",1
"ArmedForcesBowl",1
"AskDrBill",1
"AtlanticMHA",1
"AtlanticPULSE",1
"ATLPoliticsPolicy",1
"Axios360",1
"b4stage4",1
"BacktheBlue",1
"BatonRougeShooting",1
"BeatArkansas",1
"BeatUGA",1
"biologics",1
"biosimilars",1
"blessed",1
"BlueRibbons",1
"BossierNews",1
"BREAKING",1
"BreastCancerAwareness",1
"BreastCancerAwarenessMonth",1
"BYEMARY",1
"CapitolHill",1
"cassidytownhall",1
"CBOSCORE",1
"Charterschoolsweek",1
"CHIP",1
"chrishazel",1
"CloseUpDC",1
"complexrehab",1
"congrats",1
"Congress",1
"CongressGoals",1
"copolitics",1
"cosen",1
"Counties",1
"crawfish",1
"CTA",1
