"Hashtag","Frequency"
"mepolitics",734
"Maine",22
"Selma50",14
"ENDALZ",13
"DADT",12
"40isfulltime",10
"SecretService",10
"Benghazi",9
"LWCF",8
"MitchellLecture",8
"SOTU",8
"VAWA",8
"diabetes",6
"stimulus",6
"WomenRule",6
"Alzheimers",5
"FPI15",5
"MEpolitics",5
"MEPolitics",5
"sequestration",5
"USPS",5
"womenrule",5
"2Gen",4
"Alzheimer",4
"bipartisan",4
"BorderCrisis",4
"bringbackourgirls",4
"FAA",4
"homecare",4
"jdrfcc",4
"LWCF50",4
"OBL",4
"SCOTUS",4
"Senate",4
"Alz",3
"cybersecurity",3
"fraudwatch",3
"healthcare",3
"HiddenHeroes",3
"INBRE",3
"JDRFCC17",3
"jobs",3
"Kittery",3
"LIHEAP",3
"ME",3
"mecong",3
"Medicare",3
"ReadAcrossAmerica",3
"RenewUI",3
"SarahLongBridge",3
"veterans",3
"VeteransDay",3
"2014CivilityPrize",2
"ALS",2
"alzheimersdisease",2
"border",2
"BostonMarathon",2
"BREAKING",2
"CivilityPrize2014",2
"ClayHuntSAVAct",2
"climatechange",2
"Cybersecurity",2
"defense",2
"Defense",2
"Diabetes",2
"Ebola",2
"EndAlz",2
"endalznow",2
"energyefficiency",2
"FamilyCaregiversAct",2
"filibuster",2
"fiscalcliff",2
"GoUSA",2
"homelessness",2
"hospice",2
"HSGAC",2
"JDRF",2
"MadeintheUSA",2
"mepolitcs",2
"MEScamJam",2
"monhegan400th",2
"Monhegan400th",2
"MSA",2
"MSSM",2
"nhpolitics",2
"ObamaCare",2
"Orlando",2
"Pakistan",2
"PubliusAward",2
"RHYA",2
"Sandy",2
"SenCollinsForum",2
"seniors",2
"sequester",2
"shutdown",2
"smallbiz",2
"SMLongBridge",2
"T1D",2
"Type1diabetes",2
"207news",1
"2GEN",1
"40isFullTime",1
"A4AChallenge",1
"AARP",1
"AARP2016",1
"ACA",1
"adoptionangels",1
"advancedmanufacuring",1
"AgeofAlz",1
"aiaacvd",1
"aladc",1
"ALADC",1
"ALZFORUM",1
"alzheimers",1
"aptsthesummit",1
"ArmyStrong",1
"Aroostook_County",1
"AroostookCounty",1
"ARRA",1
"ARRAMaine",1
"Article32",1
"ArtificialPancreas",1
"AtlanticAlz",1
"BB90",1
"BeAHero",1
"biomedical",1
"BipartisanIndex",1
"BIW",1
"boatcafe",1
"BokoHaram",1
"Breaking",1
"breastcancer",1
"BringBackOurGirls",1
"brunswicknavalairstation",1
"CA",1
"cancerresearch",1
"caphill14",1
"CapHill14",1
"CapitolHill",1
"Care4Kids",1
"CaribouTOS",1
"CelebrateFP",1
"CGMs",1
"Chechnya",1
"ClayHunt",1
"climate",1
"CNC15",1
"CNNSOTU",1
"ColbyNext",1
"ComeyTestimony",1
"CongratsJames",1
"Congress",1
"countrymusic",1
"CPP",1
"CreditUnion",1
"CRNPs",1
"CRT",1
"curesnow",1
"D",1
"davos",1
"DDay",1
"DEA",1
"deatakeback",1
"debtceiling",1
"DiabetesEd4All",1
"DinnerWithTheSmileys",1
"Dirigo2015",1
"eatMainepotatoes",1
"Eggs",1
"EMCCBangor",1
"ENDA",1
"EndALZ",1
"EndAlzheimers",1
"EndYouthHomelessness",1
"EnergyPolicyBriefing",1
"EpiPen",1
"equality",1
"ESSA",1
"expensing",1
"FarmBill",1
"FEMA",1
"FF",1
"Fierce",1
"fiscal",1
"FixTheMaze",1
"FollowFriday",1
"FortHood",1
"fraud",1
"FryeburgFair",1
"FullFundingLWCF",1
"FY15",1
"goeagles",1
"GoGoldenTrojans",1
"GoldAward",1
"GoodStuff",1
"GOP",1
"GoRussell",1
"GoSox",1
"happyhalloween",1
"HCR",1
"healthy",1
"hemophilia",1
"HFCs",1
"hillday17",1
"HolidayMail",1
"Homehealth",1
"HouseOfReps",1
"HumanRights",1
"hurricane",1
"Hurricane",1
"HurricaneHarvey",1
"HurricaneIrene",1
"IAFFLegCon16",1
"IceBucketChallenge",1
"ICYMI",1
"ImAForce",1
"IMPACT14",1
"innovation",1
"InternationalWomensDay",1
"InvestInKids",1
"IRS",1
"IWD2016",1
"JointAddress",1
"KimmelTest",1
"knightnation",1
"knightpride",1
"KSM",1
"LAS2014",1
"liberalArts",1
"London",1
"lymedisease",1
"MACT",1
"maine",1
"MaineAgriculture",1
"mainegrown",1
"mainelife",1
"mainemaplesunday",1
"MaineMapleSunday",1
"Mainemarathoner",1
"mainevets",1
"MAKERSfilms",1
"Manchester",1
"Manufacturing",1
"Marines",1
"marketplacefairness",1
"MEbusiness",1
"medicare",1
"megop",1
"MemorialDay",1
"Mepolitics",1
"MerryChristmas",1
"mesen",1
"MIA",1
"middleclass",1
"MJIA",1
"morningjoe",1
"mow2014",1
"MoW2014",1
"mpolitics",1
"MST",1
"MTOY",1
"MTP",1
"Mylan",1
"natgas",1
"NationalSelfieDay",1
"NaturallyPotatoes",1
"NavyYard",1
"NDAA",1
"NDAM",1
"NeverForget",1
"newday",1
"NewEnglandSings",1
"newjobs",1
"NextGen",1
"NH",1
"NHD2016",1
"NHFWD14",1
"Nice",1
"Nigeria",1
"nn4y2016",1
"nn4ysummit",1
"obl",1
"OPMhack",1
"OsamaBinLaden",1
"Paralympics",1
"parksforall",1
"passMJIA",1
"PearlHarbor",1
"phonescam",1
"PinelandFarms",1
"PlayUnified",1
"PLENMentor",1
"PopeInDC",1
"POW",1
"POY16",1
"Pros",1
"publicmedia",1
"RedCross",1
"RegulatoryRelief",1
"Remember911",1
"RenewableEnergy",1
"RetailAdvocates",1
"retirement",1
"Rio2016",1
"Rowing",1
"RXpricing",1
"saco",1
"safermaineroadways",1
"SaveMomsAndKids",1
"SavePerkinsNow",1
"saveschoollunch",1
"SayPotato",1
"SecDef",1
"secretservice",1
"SecretServiceScandal",1
"security",1
"securityclearance",1
"SELFrunningforoffice",1
"Selma",1
"selma50",1
"Sequester",1
"Sequestration",1
"SfN14",1
"shipbuilding",1
"SLCP",1
"SLCPs",1
"SmallBiz",1
"SmallBizSaturday",1
"Sochi",1
"Sochi2014",1
"starfish",1
"STEM",1
"StopAlz",1
"StopDiabetes",1
"StrikeOutALS",1
"studentloans",1
"SuperPollutantsAct",1
"talkpoverty",1
"TAPS14",1
"taxes",1
"TheAddressPBS",1
"Togus",1
"TopLine",1
"transportation",1
"truecolorsfund",1
"truthandjustice",1
"TruthAndJustice",1
"type1diabetes",1
"UMPI",1
"umpiowls",1
"UNE",1
"UScongress",1
"USMAgrads",1
"USSMiami",1
"ussyp",1
"Veterans",1
"vets",1
"VisitUSA",1
"weatherization",1
"whistleblowers",1
"WinterOlympics",1
"WITW14",1
"WomensHistoryMonth",1
"workforME",1
"WorldDiabetesDay",1
