"Mention","Frequency"
"SenMarkey",585
"realDonaldTrump",210
"FCC",145
"SenateGOP",101
"SenateDems",66
"AjitPaiFCC",55
"GOP",54
"POTUS",54
"DSenFloor",49
"EPA",45
"MSNBC",44
"SenWarren",39
"EPAScottPruitt",32
"ShannonYoung413",32
"RepTedLieu",31
"SenWhitehouse",30
"SenJeffMerkley",29
"RonWyden",28
"BostonGlobe",27
"RepMcGovern",27
"CNN",25
"MassAGO",23
"SenBlumenthal",23
"US_FDA",23
"jaketapper",22
"SenSchumer",22
"SenatorCantwell",20
"EPWDems",19
"ScottGottliebMD",19
"SenFranken",19
"SenatorTomUdall",17
"WhiteHouse",17
"HouseGOP",16
"marty_walsh",16
"masslivenews",16
"thehill",16
"CNNnewsroom",15
"MartinHeinrich",15
"MClyburnFCC",15
"NewDay",15
"SenatorHassan",15
"SenBobCasey",15
"CNNSitRoom",14
"CoryBooker",14
"SenBennetCO",14
"allinwithchris",13
"CDCgov",13
"RadioBoston",13
"SenCapito",13
"SierraClub",13
"tedlieu",13
"ChrisMurphyCT",12
"EdMarkey",12
"greta",12
"NIH",12
"WBUR",12
"HCFA",11
"mitchellreports",11
"OutFrontCNN",11
"PattyMurray",11
"rapid7",11
"wolfblitzer",11
"BosPublicRadio",10
"EMKInstitute",10
"RepJoeKennedy",10
"SenatorBaldwin",10
"SenGillibrand",10
"SenToomey",10
"ChrisVanHollen",9
"EnvAm",9
"MIRACoalition",9
"nikiinthehouse",9
"NRA",9
"plough_shares",9
"SecDef19",9
"SenatorLeahy",9
"SenatorMenendez",9
"SenBrianSchatz",9
"SenKamalaHarris",9
"SenSanders",9
"SenSherrodBrown",9
"StateDept",9
"CNNSotu",8
"DHSgov",8
"GlobeOpinion",8
"jimbraude",8
"marcorubio",8
"postlive",8
"RevYearwood",8
"SenatorCardin",8
"SenatorCarper",8
"SenCoryGardner",8
"SharmanTV",8
"alaskawild",7
"amyklobuchar",7
"bostonherald",7
"ChrisCoons",7
"CleanAirMoms",7
"DAMarianRyan",7
"ErinBurnett",7
"Morning_Joe",7
"nytopinion",7
"publicknowledge",7
"RepJohnConyers",7
"SenDuckworth",7
"wgbhnews",7
"AliVelshi",6
"BosBizJournal",6
"cspan",6
"HipHopCaucus",6
"KatyTurNBC",6
"kylegriffin1",6
"ldforry",6
"LibnOfCongress",6
"MaldenMAlibrary",6
"MargeryEagan",6
"Northeastern",6
"SecretaryZinke",6
"SenCortezMasto",6
"SRuhle",6
"TheLeadCNN",6
"UN",6
"1199mass",5
"32BJSEIU",5
"AlisonNBCBoston",5
"ArmsControlNow",5
"BostonDotCom",5
"Bradybuzz",5
"Carbonite",5
"ChrisJansing",5
"chrislhayes",5
"MassMedical",5
"nytimes",5
"Patriots",5
"POLITICOPro",5
"PoppyHarlowCNN",5
"PublicHealth",5
"RepAnnaEshoo",5
"RepRichardNeal",5
"SenFeinstein",5
"SenRubioPress",5
"SierraClubLive",5
"statnews",5
"wbznewsradio",5
"aaas",4
"ACLU_Mass",4
"Alyssa_Milano",4
"ASAMorg",4
"ATT",4
"BetsyDeVosED",4
"BostonABCD",4
"celtics",4
"ChrisCuomo",4
"chucktodd",4
"davidortiz",4
"democracynow",4
"EngageClimate",4
"EnvironmentMA",4
"GlobeMetro",4
"GoodmanSherri",4
"hardball",4
"HealthConnector",4
"JimLangevin",4
"joekennedy",4
"JohnBerman",4
"JohnHendel",4
"MA_Senate",4
"massmunicipal",4
"masspeaceaction",4
"maziehirono",4
"MeetThePress",4
"MotherJones",4
"NASA",4
"NECouncil",4
"NRDC",4
"RepBrianFitz",4
"RepCartwright",4
"RepDianaDeGette",4
"repjaykaufman",4
"repjimcantwell",4
"RepMaloney",4
"RepMikeCapuano",4
"SenatorCollins",4
"SenatorDurbin",4
"SenatorShaheen",4
"SenDanSullivan",4
"SenGaryPeters",4
"SenJohnMcCain",4
"StephenUCS",4
"TheBeatWithAri",4
"UCSUSA",4
"USATODAY",4
"VP",4
"washingtonpost",4
"Wilderness",4
