"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x967759146996166656",2018-02-25 13:52:15,"x727242919","It was a honor to join my good friend @GOPLeader Kevin McCarthy at the Summit County Lincoln Day Dinner, last night. I look forward to continuing to work with him to grow our economy! https://t.co/dpCqgM5hLV","Twitter for iPhone",,,FALSE,FALSE,14,3,,,,,,"http://pbs.twimg.com/media/DW4rz2eXkAAXBw1.jpg","https://t.co/dpCqgM5hLV","https://twitter.com/DaveJoyceOH14/status/967759146996166656/photo/1","photo","http://pbs.twimg.com/media/DW4rz2eXkAAXBw1.jpg http://pbs.twimg.com/media/DW4rz2UXkAACjmS.jpg","https://t.co/dpCqgM5hLV https://t.co/dpCqgM5hLV","https://twitter.com/DaveJoyceOH14/status/967759146996166656/photo/1 https://twitter.com/DaveJoyceOH14/status/967759146996166656/photo/1",,"x19739126","GOPLeader","en",,,,,,,,,,,,,
"x961642615736324098",2018-02-08 16:47:20,"x727242919","RT @clevelanddotcom: Cleveland Indians principle owner Larry Dolan turns 87 today! Can the Indians bring him a World Series in his 87th yea…","Twitter Lite",,,FALSE,TRUE,0,3,,,,,,,,,,,,,,"x14267944","clevelanddotcom","en",,,"x961640542705766401","Cleveland Indians principle owner Larry Dolan turns 87 today! Can the Indians bring him a World Series in his 87th year? Photo: Chuck Crow, The Plain Dealer. https://t.co/EH5VHHKyVO",,,,,,,,,
"x960941606504366087",2018-02-06 18:21:47,"x727242919","I want to thank a great leader President Ronald Reagan for all he did in his lifetime to defend freedom, liberty and to promote peace around the world. Happy Birthday Gipper! https://t.co/BIMPYbCDe7","Twitter for iPhone",,,FALSE,FALSE,11,3,,,,,,"http://pbs.twimg.com/media/DVXzSFWVMAANMcY.jpg","https://t.co/BIMPYbCDe7","https://twitter.com/DaveJoyceOH14/status/960941606504366087/photo/1","photo","http://pbs.twimg.com/media/DVXzSFWVMAANMcY.jpg","https://t.co/BIMPYbCDe7","https://twitter.com/DaveJoyceOH14/status/960941606504366087/photo/1",,,,"en",,,,,,,,,,,,,
"x959602662009384965",2018-02-03 01:41:17,"x727242919","This week I filed for re-election for Congress in OH14. I look forward to discussing our work on tax cuts, helping the local economy and protecting our Great Lakes! https://t.co/zlmDtH6krA","Twitter for iPhone",,,FALSE,FALSE,33,5,,,,,,"http://pbs.twimg.com/media/DVExgSBX0AAjq1V.jpg","https://t.co/zlmDtH6krA","https://twitter.com/DaveJoyceOH14/status/959602662009384965/photo/1","photo","http://pbs.twimg.com/media/DVExgSBX0AAjq1V.jpg http://pbs.twimg.com/media/DVExgR_X0AEG398.jpg http://pbs.twimg.com/media/DVExgSEX4AUHzpm.jpg http://pbs.twimg.com/media/DVExgSCXkAUUAuJ.jpg","https://t.co/zlmDtH6krA https://t.co/zlmDtH6krA https://t.co/zlmDtH6krA https://t.co/zlmDtH6krA","https://twitter.com/DaveJoyceOH14/status/959602662009384965/photo/1 https://twitter.com/DaveJoyceOH14/status/959602662009384965/photo/1 https://twitter.com/DaveJoyceOH14/status/959602662009384965/photo/1 https://twitter.com/DaveJoyceOH14/status/959602662009384965/photo/1",,,,"en",,,,,,,,,,,,,
"x959599299674943490",2018-02-03 01:27:56,"x727242919","RT @TGowdySC: As I have said repeatedly, I also remain 100 percent confident in Special Counsel Robert Mueller. The contents of this memo d…","Twitter Lite",,,FALSE,TRUE,0,14640,,,,,,,,,,,,,,"x237348797","TGowdySC","en",,,"x959495152770469888","As I have said repeatedly, I also remain 100 percent confident in Special Counsel Robert Mueller. The contents of this memo do not - in any way - discredit his investigation.",,,,,,,,,
"x959220279607164928",2018-02-02 00:21:50,"x727242919","RT @GOP: It’s a HUGE day for Americans! Tax cuts are beginning to take effect for most people. https://t.co/pzzzTvw7Zo","Twitter for iPhone",,,FALSE,TRUE,0,480,,,,,,"http://pbs.twimg.com/media/DU_MMOOUMAA5tDv.jpg","https://t.co/pzzzTvw7Zo","https://twitter.com/GOP/status/959209758682206208/photo/1","photo","http://pbs.twimg.com/media/DU_MMOOUMAA5tDv.jpg","https://t.co/pzzzTvw7Zo","https://twitter.com/GOP/status/959209758682206208/photo/1",,"x11134252","GOP","en",,,"x959209758682206208","It’s a HUGE day for Americans! Tax cuts are beginning to take effect for most people. https://t.co/pzzzTvw7Zo",,,,,,,,,
"x954442150225293312",2018-01-19 19:55:15,"x727242919","RT @RoemerBill: I am humbled to have been unanimously elected vice president of the  Summit ESC Board of Governors.  It wonderful to  have…","Twitter for iPhone",,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x622917928","RoemerBill","en",,,"x953453628265771008","I am humbled to have been unanimously elected vice president of the  Summit ESC Board of Governors.  It wonderful to  have found a venue which allows be to utilize my passion for education  to serve our children and schools. https://t.co/UXg5RqZoYg",,,,,,,,,
"x954417039212412928",2018-01-19 18:15:29,"x727242919","Today, as people across the country #MarchforLife I proudly joined Congress in voting for the rights of abortion survivors. It is our duty to protect the right to life for all, born and unborn.","Twitter for iPhone",,,FALSE,FALSE,8,0,"MarchforLife",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x954133447295062016",2018-01-18 23:28:35,"x727242919","https://t.co/UKCrvI2euF","Twitter for iPhone",,,FALSE,FALSE,0,0,,,"realclearpolitics.com/video/2017/12/…","https://t.co/UKCrvI2euF","https://www.realclearpolitics.com/video/2017/12/22/cbs_how_will_tax_cuts_affect_your_family.html",,,,,,,,,,,"und",,,,,,,,,,,,,
"x952939074486235136",2018-01-15 16:22:34,"x727242919","RT @ohiogop: Today we celebrate the life and legacy of a great man whose dream still lives on. #MLKDay https://t.co/5uv3F5wpEt","Twitter for iPhone",,,FALSE,TRUE,0,5,"MLKDay",,,,,"http://pbs.twimg.com/media/DTmDjsoU0AAc6VK.jpg","https://t.co/5uv3F5wpEt","https://twitter.com/ohiogop/status/952937453253472256/photo/1","photo","http://pbs.twimg.com/media/DTmDjsoU0AAc6VK.jpg","https://t.co/5uv3F5wpEt","https://twitter.com/ohiogop/status/952937453253472256/photo/1",,"x15738163","ohiogop","en",,,"x952937453253472256","Today we celebrate the life and legacy of a great man whose dream still lives on. #MLKDay https://t.co/5uv3F5wpEt",,,,,,,,,
"x947840936314396672",2018-01-01 14:44:23,"x727242919","Wishing everyone a Happy New Year! https://t.co/wys80NjT3o","Twitter for iPhone",,,FALSE,FALSE,4,0,,,,,,"http://pbs.twimg.com/media/DSdoTkVWsAAyaK6.jpg","https://t.co/wys80NjT3o","https://twitter.com/DaveJoyceOH14/status/947840936314396672/photo/1","photo","http://pbs.twimg.com/media/DSdoTkVWsAAyaK6.jpg","https://t.co/wys80NjT3o","https://twitter.com/DaveJoyceOH14/status/947840936314396672/photo/1",,,,"en",,,,,,,,,,,,,
"x945378431377788928",2017-12-25 19:39:16,"x727242919","Merry Christmas &amp; Happy Holidays! https://t.co/1rtpieHW3l","Twitter for iPhone",,,FALSE,FALSE,5,1,,,,,,"http://pbs.twimg.com/media/DR6orAEWsAAfJAW.jpg","https://t.co/1rtpieHW3l","https://twitter.com/DaveJoyceOH14/status/945378431377788928/photo/1","photo","http://pbs.twimg.com/media/DR6orAEWsAAfJAW.jpg","https://t.co/1rtpieHW3l","https://twitter.com/DaveJoyceOH14/status/945378431377788928/photo/1",,,,"en",,,,,,,,,,,,,
"x943639004897075201",2017-12-21 00:27:25,"x727242919","https://t.co/H6usRFlIcx","Twitter for iPhone",,,FALSE,FALSE,5,2,,,"cnbc.com/2017/12/20/tax…","https://t.co/H6usRFlIcx","https://www.cnbc.com/2017/12/20/tax-reform-reaction-att-is-giving-bonuses-to-200000-employees.html",,,,,,,,,,,"und",,,,,,,,,,,,,
"x942128223198109696",2017-12-16 20:24:06,"x727242919","It was nice meeting with the @trumbull_GOP and @JohnsonLeads this morning!  Such great energy and enthusiasm out in Trumbull County! https://t.co/LzqcF2Ow3O","Twitter for iPhone",,,FALSE,FALSE,8,2,,,,,,"http://pbs.twimg.com/media/DRMcmrhXUAAkoL1.jpg","https://t.co/LzqcF2Ow3O","https://twitter.com/DaveJoyceOH14/status/942128223198109696/photo/1","photo","http://pbs.twimg.com/media/DRMcmrhXUAAkoL1.jpg","https://t.co/LzqcF2Ow3O","https://twitter.com/DaveJoyceOH14/status/942128223198109696/photo/1",,"x866459294094548992 81207735","trumbull_GOP JohnsonLeads","en",,,,,,,,,,,,,
