"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970759472170889216",2018-03-05 20:34:28,"x72198806","By ending DACA, President Trump created an avoidable crisis with very real impacts on our families and communities. He has the power to fix this problem today. Dreamers belong in this country and deserve to be part of our future. We must keep demanding action.","Twitter for iPhone",,,FALSE,FALSE,369,109,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970406420213624832",2018-03-04 21:11:34,"x72198806","Shirley demanded her voice be heard, and it’s on us to make sure the world continues to listen. We owe it to the little girls of today and tomorrow to hold up her life as a reminder of what’s possible when you speak the truth and stand up for what’s right. #UnboughtandUnbossed","Twitter for iPhone","x970406416820457473","x72198806",FALSE,FALSE,557,96,"UnboughtandUnbossed",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970406416820457473",2018-03-04 21:11:33,"x72198806","As a representative of #NY12 and the first African American woman elected to Congress, Shirley Chisholm changed history – and her fight changed the world. I’m thrilled to cosponsor @KamalaHarris and @RepYvetteClarke’s bill to place a statue of Shirley in our nation’s Capitol. https://t.co/Yodjzd3P2l","Twitter for iPhone",,,FALSE,FALSE,2150,521,"NY12",,,,,"http://pbs.twimg.com/media/DXeTfVUXkAE-3Hz.jpg","https://t.co/Yodjzd3P2l","https://twitter.com/SenGillibrand/status/970406416820457473/photo/1","photo","http://pbs.twimg.com/media/DXeTfVUXkAE-3Hz.jpg","https://t.co/Yodjzd3P2l","https://twitter.com/SenGillibrand/status/970406416820457473/photo/1",,"x30354991 240812994","KamalaHarris RepYvetteClarke","en",,,,,,,,,,,,,
"x970324969929527296",2018-03-04 15:47:55,"x72198806","Read this: @_juliannemoore writes about how the #MeToo movement is spurring changes in “our laws and in our lives.” Julianne, thank you for using your voice to help others!
https://t.co/lq18SXwelR","Twitter for iPhone",,,FALSE,FALSE,1012,241,"MeToo",,"nydailynews.com/opinion/justic…","https://t.co/lq18SXwelR","http://www.nydailynews.com/opinion/justice-new-york-sex-crime-victims-article-1.3849770",,,,,,,,,"x229219088","_juliannemoore","en",,,,,,,,,,,,,
"x970003837888024577",2018-03-03 18:31:51,"x72198806","The Marijuana Justice Act takes steps to fix stark inequalities in our criminal justice system and protects patients who need medication. It’s a commonsense bill – and I’m proud to join @CoryBooker as a cosponsor. Americans have spoken and demanded change. It’s time to act. https://t.co/1VfFbEipYJ","Media Studio",,,FALSE,FALSE,3632,1195,,,,,,"http://pbs.twimg.com/amplify_video_thumb/969949092720898048/img/-qLpdFCNZ6tHKtug.jpg","https://t.co/1VfFbEipYJ","https://twitter.com/SenGillibrand/status/970003837888024577/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/969949092720898048/img/-qLpdFCNZ6tHKtug.jpg","https://t.co/1VfFbEipYJ","https://twitter.com/SenGillibrand/status/970003837888024577/video/1",,"x15808765","CoryBooker","en",,,,,,,,,,,,,
"x969958099120476160",2018-03-03 15:30:06,"x72198806","It is deeply troubling that cadets at the Air Force Academy were disbelieved, harassed, and retaliated against for reporting sexual assault. They deserve better. It is important for the Pentagon to conduct this investigation.
https://t.co/8XZoaYt71T","Hootsuite",,,FALSE,FALSE,2674,862,,,"apnews.com/014f2ff6c02542…","https://t.co/8XZoaYt71T","https://apnews.com/014f2ff6c02542e69fe882ef596cf935/New-inquiry-set-for-Air-Force-Academy-sexual-assault-office",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969687542663704576",2018-03-02 21:35:00,"x72198806","Next week, the Senate will skip debating gun reform to focus on rolling back the critical banking reforms that protect Americans against taxpayer funded bank bailouts. They aren't even trying to hide who they work for anymore. https://t.co/OXqyGt5H4Q","Twitter for iPhone",,,FALSE,FALSE,7083,4630,,,"cnn.com/2018/03/01/pol…","https://t.co/OXqyGt5H4Q","https://www.cnn.com/2018/03/01/politics/guns-bill-mitch-mcconnell/index.html",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969570538761981952",2018-03-02 13:50:04,"x72198806","I don’t understand how, after meeting grieving families whose lives have been torn apart by gun violence, any public servant wouldn’t vow to take every sensible step to ensure that someone else’s child isn’t next.","Hootsuite",,,FALSE,FALSE,22950,4935,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969317305816674305",2018-03-01 21:03:49,"x72198806","America's gun violence problem isn’t going to go away unless Congress musters up the courage to address it head-on. We cannot continue to give the lip service of thoughts and prayers, and then do nothing. We have to act.","Twitter for iPhone",,,FALSE,FALSE,4020,800,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969255286971256837",2018-03-01 16:57:22,"x72198806","Retired Col. Don Christensen writes: “Kelly’s defense of Porter is rooted in a military culture that too often values loyalty to cronies more than justice for their victims.” 

The ""good-soldier defense"" is an another example of why we must reform our military justice system. https://t.co/GQuAFY9dDk","Twitter for iPhone",,,TRUE,FALSE,1273,385,,,"twitter.com/theatlantic/st…","https://t.co/GQuAFY9dDk","https://twitter.com/theatlantic/status/968159982263898112",,,,,,,,,,,"en","x968159982263898112","""If Rob Porter had been one of John Kelly’s Marines, and under investigation for spousal abuse, Kelly would have decided whether Porter would be prosecuted,"" writes retired Air Force prosecutor Don Christensen: https://t.co/mc1ogh2VQi https://t.co/O2vjnryQtx",,,,,,,,,,,
