"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970747987038277638",2018-03-05 19:48:50,"x40302336","RT @RepJerryNadler: In the name of the men and women who rely on the World Trade Center Health Program, in the names of their families, chi…","Twitter for iPhone",,,FALSE,TRUE,0,21,,,,,,,,,,,,,,"x40302336","RepJerryNadler","en",,,"x970726252150689792","In the name of the men and women who rely on the World Trade Center Health Program, in the names of their families, children and grandchildren, we call on OMB Director Mulvaney and the Admin to reverse this proposal and protect the responders and survivors of the 9-11 attacks. https://t.co/v42lKQJo4w",,,,,,,,,
"x970726252150689792",2018-03-05 18:22:28,"x40302336","In the name of the men and women who rely on the World Trade Center Health Program, in the names of their families, children and grandchildren, we call on OMB Director Mulvaney and the Admin to reverse this proposal and protect the responders and survivors of the 9-11 attacks. https://t.co/v42lKQJo4w","Twitter for iPhone",,,FALSE,FALSE,33,21,,,,,,"http://pbs.twimg.com/media/DXi2XCxX4AEsmCh.jpg","https://t.co/v42lKQJo4w","https://twitter.com/RepJerryNadler/status/970726252150689792/photo/1","photo","http://pbs.twimg.com/media/DXi2XCxX4AEsmCh.jpg","https://t.co/v42lKQJo4w","https://twitter.com/RepJerryNadler/status/970726252150689792/photo/1",,,,"en",,,,,,,,,,,,,
"x970725952719347713",2018-03-05 18:21:17,"x40302336","""We made a promise to the responders and survivors of the September 11th attacks that this program would be there for them no matter what. I refuse to walk back that promise because of some misguided, uninformed policy proposal."" https://t.co/MpiwM9riXB","Twitter Web Client",,,TRUE,FALSE,35,16,,,"twitter.com/RepJerryNadler…","https://t.co/MpiwM9riXB","https://twitter.com/RepJerryNadler/status/970699275087831042",,,,,,,,,,,"en","x970699275087831042","We demand that @realDonaldTrump and OMB Director @MickMulvaneyOMB leave the 9-11 heath program where it is - helping our heroes and survivors. https://t.co/8QdR133KjJ",,,,,,,,,,,
"x970699325369143297",2018-03-05 16:35:28,"x40302336","RT @RepMaloney: I’m live w/ @RepJerryNadler, @RepPeteKing, #JonStewart, 9/11 victims to tell Mulvaney to leave 9/11 alone.  https://t.co/pJ…","Twitter for iPhone",,,FALSE,TRUE,0,199,"JonStewart",,,,,,,,,,,,,"x258900199 40302336 18277655","RepMaloney RepJerryNadler RepPeteKing","en",,,"x970698196367364097","I’m live w/ @RepJerryNadler, @RepPeteKing, #JonStewart, 9/11 victims to tell Mulvaney to leave 9/11 alone.  https://t.co/pJI42wcGNq",,,,,,,,,
"x970699275087831042",2018-03-05 16:35:16,"x40302336","We demand that @realDonaldTrump and OMB Director @MickMulvaneyOMB leave the 9-11 heath program where it is - helping our heroes and survivors. https://t.co/8QdR133KjJ","Twitter for iPhone",,,FALSE,FALSE,60,26,,,,,,"http://pbs.twimg.com/media/DXid1oRXUAA1q9J.jpg","https://t.co/8QdR133KjJ","https://twitter.com/RepJerryNadler/status/970699275087831042/photo/1","photo","http://pbs.twimg.com/media/DXid1oRXUAA1q9J.jpg","https://t.co/8QdR133KjJ","https://twitter.com/RepJerryNadler/status/970699275087831042/photo/1",,"x25073877 888031054141022209","realDonaldTrump MickMulvaneyOMB","en",,,,,,,,,,,,,
"x970683765969256448",2018-03-05 15:33:38,"x40302336","Joined @PIXScott for a News Closeup interview discussing why @HouseGOP refuses to cross the @NRA and pass gun control legislation, as well as the conduct of @realDonaldTrump who refuses to act on national security or protect our democracy. https://t.co/Pe5LCP5xEF via @PIX11News","Twitter Web Client",,,FALSE,FALSE,29,23,,,"via.pix11.com/QbwNd","https://t.co/Pe5LCP5xEF","http://via.pix11.com/QbwNd",,,,,,,,,"x182509572 15207668 21829541 25073877 9542972","PIXScott HouseGOP NRA realDonaldTrump PIX11News","en",,,,,,,,,,,,,
"x969631348766978048",2018-03-02 17:51:43,"x40302336","This is another test for @HouseGOP and where they place their interests and priorities. This Administration and its dealings cannot go unchecked. https://t.co/17ekJnmHUo","Twitter for iPhone",,,TRUE,FALSE,199,115,,,"twitter.com/juddlegum/stat…","https://t.co/17ekJnmHUo","https://twitter.com/juddlegum/status/969593981469413376",,,,,,,,,"x15207668","HouseGOP","en","x969593981469413376","BREAKING: Trump confidant dumped millions in steel-related stock last week, days before tariff announcement https://t.co/HL4wYHivLY https://t.co/KoE2GeLipP",,,,,,,,,,,
"x969620391462359040",2018-03-02 17:08:10,"x40302336","RT @HouseJudDems: This week, I had the opportunity to meet with students from Marjory Stoneman Douglas High School. 

I reassured these bra…","Twitter for iPhone",,,FALSE,TRUE,0,46,,,,,,,,,,,,,,"x246357149","HouseJudDems","en",,,"x969274544203685888","This week, I had the opportunity to meet with students from Marjory Stoneman Douglas High School. 

I reassured these brave and dedicated young activists that we will continue the hard work to pass a common-sense gun bill. #ParklandShooting #NeverAgain https://t.co/buI6zKpRCJ",,,,,,,,,
"x969300939441131520",2018-03-01 19:58:47,"x40302336","RT @HouseJudDems: The easy availability of guns in this country is what the gun violence issue comes down to. 

We know what we have to do.…","Twitter for iPhone",,,FALSE,TRUE,0,19,,,,,,,,,,,,,,"x246357149","HouseJudDems","en",,,"x969280685247795201","The easy availability of guns in this country is what the gun violence issue comes down to. 

We know what we have to do. There are a range of sensible measures that we should consider without delay. #GunReformNow #NeverAgain",,,,,,,,,
"x969300872160272384",2018-03-01 19:58:31,"x40302336","RT @HouseJudDems: November 7, 2017: Judiciary Democrats sent a letter to @HouseJudiciary Chairman @RepGoodlatte to request that the Committ…","Twitter for iPhone",,,FALSE,TRUE,0,25,,,,,,,,,,,,,,"x246357149 1131917492 37920978","HouseJudDems HouseJudiciary RepGoodlatte","en",,,"x969279934517653511","November 7, 2017: Judiciary Democrats sent a letter to @HouseJudiciary Chairman @RepGoodlatte to request that the Committee’s @ATFHQ briefing be conducted as a public hearing, and that the @FBI be included to discuss background check issues.  Our request was ignored. #NeverAgain https://t.co/qdS4miHtR3",,,,,,,,,
