"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970758818652147712",2018-03-05 20:31:52,"x31801993","..raises serious concerns of potential conflicts of interest.","Twitter for iPhone","x970758814491389953","x31801993",FALSE,FALSE,5,2,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970758814491389953",2018-03-05 20:31:51,"x31801993","A political appointee cutting millions of dollars in funding to EPA grant recipients on what appears to be a politically motivated basis, while at the same time being authorized to serve as a paid media consultant to unnamed outside clients...","Twitter for iPhone","x970758811094003712","x31801993",FALSE,FALSE,3,2,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970758811094003712",2018-03-05 20:31:51,"x31801993","Several political appointees at EPA have been approved to perform outside consulting work while working at the Agency, raising concerns about potentially troubling conflicts of interest. E&amp;C Dems wrote to @EPAScottPruitt today seeking more information. https://t.co/Cxy8WIfgA4…","Twitter for iPhone",,,FALSE,FALSE,4,6,,,"democrats-energycommerce.house.gov/newsroom/press","https://t.co/Cxy8WIfgA4","http://democrats-energycommerce.house.gov/newsroom/press",,,,,,,,,"x832672006113931269","EPAScottPruitt","en",,,,,,,,,,,,,
"x970734385552125953",2018-03-05 18:54:47,"x31801993","We cannot allow this moment to pass without enacting change for these young people. I  will do everything within my power to enact legislation to combat the gun violence epidemic facing our nation.","Twitter Web Client","x970734382347640833","x31801993",FALSE,FALSE,4,5,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970734382347640833",2018-03-05 18:54:46,"x31801993","I was moved by the words of students who explained that they don't want to live in fear. They want to find real solutions to reduce gun violence. https://t.co/QuGfaObgTS","Twitter Web Client","x970734378350448640","x31801993",FALSE,FALSE,4,3,,,,,,"http://pbs.twimg.com/media/DXi9aT1X4AAcuE7.jpg","https://t.co/QuGfaObgTS","https://twitter.com/FrankPallone/status/970734382347640833/photo/1","photo","http://pbs.twimg.com/media/DXi9aT1X4AAcuE7.jpg","https://t.co/QuGfaObgTS","https://twitter.com/FrankPallone/status/970734382347640833/photo/1",,,,"en",,,,,,,,,,,,,
"x970734378350448640",2018-03-05 18:54:45,"x31801993","Today @ Asbury Park High School I joined students, administrators &amp; advocates to discuss the gun violence epidemic facing our communities &amp; our schools.  @Asbury_ParkSD https://t.co/3rO90lZ7FZ","Twitter Web Client",,,FALSE,FALSE,9,6,,,,,,"http://pbs.twimg.com/media/DXi9HprW0AEQe1P.jpg","https://t.co/3rO90lZ7FZ","https://twitter.com/FrankPallone/status/970734378350448640/photo/1","photo","http://pbs.twimg.com/media/DXi9HprW0AEQe1P.jpg","https://t.co/3rO90lZ7FZ","https://twitter.com/FrankPallone/status/970734378350448640/photo/1",,"x2923531684","Asbury_ParkSD","en",,,,,,,,,,,,,
"x970402375805669377",2018-03-04 20:55:30,"x31801993","#BelmarParade18 #StPatricksDay Parade with Port Authority Bagpipes, @mattdohertynj and @SenatorMenendez https://t.co/dzLE4Hz6jT","Twitter for iPhone",,,FALSE,FALSE,17,3,"BelmarParade18 StPatricksDay",,,,,"http://pbs.twimg.com/media/DXePz-AUMAA7e2i.jpg","https://t.co/dzLE4Hz6jT","https://twitter.com/FrankPallone/status/970402375805669377/photo/1","photo","http://pbs.twimg.com/media/DXePz-AUMAA7e2i.jpg","https://t.co/dzLE4Hz6jT","https://twitter.com/FrankPallone/status/970402375805669377/photo/1",,"x462958122 18695134","mattdohertynj SenatorMenendez","en",,,,,,,,,,,,,
"x970355029847797762",2018-03-04 17:47:22,"x31801993","My brother John and family at Amerigo Vespucci Society man of the year dinner in his honor -#LongBranch. https://t.co/AvDHW6PvoV","Twitter for iPhone",,,FALSE,FALSE,15,3,"LongBranch",,,,,"http://pbs.twimg.com/media/DXdkvzmVMAA01s2.jpg","https://t.co/AvDHW6PvoV","https://twitter.com/FrankPallone/status/970355029847797762/photo/1","photo","http://pbs.twimg.com/media/DXdkvzmVMAA01s2.jpg","https://t.co/AvDHW6PvoV","https://twitter.com/FrankPallone/status/970355029847797762/photo/1",,,,"en",,,,,,,,,,,,,
"x970005059768643586",2018-03-03 18:36:42,"x31801993","""We state clearly and boldly to our elected officials: Take action and share the responsibilities we have as school leaders to protect our students, and to support their emotional and physical wellbeing at school,"" the group said in the letter.
https://t.co/RnglFeo4t4","Twitter for iPhone",,,FALSE,FALSE,13,7,,,"nj.com/news/index.ssf…","https://t.co/RnglFeo4t4","http://www.nj.com/news/index.ssf/2018/03/statewide_organization_of_schools_calls_for_strict.html#incart_river_mobile_home",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969976612870672385",2018-03-03 16:43:40,"x31801993","Further proof that #Trump isn’t serious about investing in infrastructure. #Gateway Tunnel would create thousands of NJ jobs and improve thousands of commutes. 
https://t.co/snvl43G1Xz","Twitter for iPhone",,,FALSE,FALSE,30,24,"Trump Gateway",,"on.app.com/2FOmDSG","https://t.co/snvl43G1Xz","http://on.app.com/2FOmDSG",,,,,,,,,,,"en",,,,,,,,,,,,,
