"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970740416894132224",2018-03-05 19:18:45,"x854715071116849157","RT @SteveScalise: 👀 https://t.co/Zg25P4eH5j","Twitter for iPhone",,,FALSE,TRUE,0,218,,,"twitter.com/AP_Politics/st…","https://t.co/Zg25P4eH5j","https://twitter.com/AP_Politics/status/970335266190831623",,,,,,,,,"x1209417007","SteveScalise","und",,,"x970689049089454082","👀 https://t.co/Zg25P4eH5j",,,,,,,,,
"x970660282124120064",2018-03-05 14:00:19,"x854715071116849157","RT @usairforce: On this day in #AirForce #History https://t.co/koaukgsWOv","TweetDeck",,,FALSE,TRUE,0,279,"AirForce History",,,,,"http://pbs.twimg.com/media/DXS4xqnXUAIsq90.jpg","https://t.co/koaukgsWOv","https://twitter.com/usairforce/status/970630005469442048/photo/1","photo","http://pbs.twimg.com/media/DXS4xqnXUAIsq90.jpg","https://t.co/koaukgsWOv","https://twitter.com/usairforce/status/970630005469442048/photo/1",,"x19611483","usairforce","en",,,"x970630005469442048","On this day in #AirForce #History https://t.co/koaukgsWOv",,,,,,,,,
"x969236265211170817",2018-03-01 15:41:47,"x854715071116849157","RT @SpeakerRyan: It’s time to #CheckYourCheck. Starting this month, 90% of Americans will see bigger paychecks as a result of the tax cuts…","TweetDeck",,,FALSE,TRUE,0,262,"CheckYourCheck",,,,,,,,,,,,,"x18916432","SpeakerRyan","en",,,"x969227535996325888","It’s time to #CheckYourCheck. Starting this month, 90% of Americans will see bigger paychecks as a result of the tax cuts bill. https://t.co/2xgkuPGmUD",,,,,,,,,
"x969233701803642882",2018-03-01 15:31:36,"x854715071116849157","Manufacturing in U.S. Expands at Fastest Pace Since May 2004 / Jobless claims decreased by 10k to 210k, lowest since Dec. 1969 

https://t.co/XNDJ2OwTxx","TweetDeck",,,FALSE,FALSE,0,1,,,"bloomberg.com/news/articles/…","https://t.co/XNDJ2OwTxx","https://www.bloomberg.com/news/articles/2018-03-01/manufacturing-in-u-s-expands-at-fastest-pace-since-may-2004",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969015888522498048",2018-03-01 01:06:05,"x854715071116849157","RT @Franklin_Graham: Our entire family was moved beyond words today as my father was the fourth private citizen to lie in honor in the U.S.…","Twitter for iPhone",,,FALSE,TRUE,0,1410,,,,,,,,,,,,,,"x44945327","Franklin_Graham","en",,,"x969001158705590272","Our entire family was moved beyond words today as my father was the fourth private citizen to lie in honor in the U.S. Capitol Rotunda. We are deeply grateful to Congress for this historic honor. https://t.co/50QyKNu8N3",,,,,,,,,
"x968898760871989248",2018-02-28 17:20:40,"x854715071116849157","RT @FoxBusiness: North Korea sent chemical weapons materials to Syria, UN experts say https://t.co/R9bpvU5pkr https://t.co/kZkQpqiax7","TweetDeck",,,FALSE,TRUE,0,35,,,"fxn.ws/2F8Pnrb","https://t.co/R9bpvU5pkr","http://fxn.ws/2F8Pnrb","http://pbs.twimg.com/media/DXIjWjKX4AA1p5t.jpg","https://t.co/kZkQpqiax7","https://twitter.com/FoxBusiness/status/968896077918343174/video/1","photo","http://pbs.twimg.com/media/DXIjWjKX4AA1p5t.jpg","https://t.co/kZkQpqiax7","https://twitter.com/FoxBusiness/status/968896077918343174/video/1",,"x56413858","FoxBusiness","en",,,"x968896077918343174","North Korea sent chemical weapons materials to Syria, UN experts say https://t.co/R9bpvU5pkr https://t.co/kZkQpqiax7",,,,,,,,,
"x968849434514739200",2018-02-28 14:04:40,"x854715071116849157","RT @SpeakerRyan: The late Rev. Billy Graham will lie in honor in the U.S. Capitol Rotunda today. Here is how you can watch the service at 1…","Twitter for iPhone",,,FALSE,TRUE,0,655,,,,,,,,,,,,,,"x18916432","SpeakerRyan","en",,,"x968816477762662400","The late Rev. Billy Graham will lie in honor in the U.S. Capitol Rotunda today. Here is how you can watch the service at 11am ET and the public viewing line at 1pm ET: https://t.co/EgJ2ClKeYd",,,,,,,,,
"x968680183279611904",2018-02-28 02:52:07,"x854715071116849157","RT @HeartlandCUA: Many thanks to @RepRonEstes for speaking at our reception - and taking this amazing picture with us - in the U.S. Capitol…","Twitter for iPhone",,,FALSE,TRUE,0,7,,,,,,,,,,,,,,"x143584674 854715071116849157","HeartlandCUA RepRonEstes","en",,,"x968671197587222528","Many thanks to @RepRonEstes for speaking at our reception - and taking this amazing picture with us - in the U.S. Capitol! #CUNAGAC https://t.co/XJxxTjRu0V",,,,,,,,,
"x968574188020813825",2018-02-27 19:50:56,"x854715071116849157","Over 90% of Americans are benefiting from #taxrefrom by keeping more of their money in each paycheck. This isn't ""crumbs"" but needed money for families to go towards mortgage payments and college tuition. 
 
Learn more by texting ""tax reform"" to 50589.","TweetDeck",,,FALSE,FALSE,10,4,"taxrefrom",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x968244253443985408",2018-02-26 21:59:53,"x854715071116849157","RT @FoxNews: President George W. Bush: ""If there's such a thing as a humble shepherd of the Lord, Billy Graham is that person. I am unbelie…","TweetDeck",,,FALSE,TRUE,0,661,,,,,,,,,,,,,,"x1367531","FoxNews","en",,,"x968238372341903360","President George W. Bush: ""If there's such a thing as a humble shepherd of the Lord, Billy Graham is that person. I am unbelievably blessed to have met him."" https://t.co/BnhHXSqGiZ",,,,,,,,,
