"full_name","chamber","party","state","bin","created_at","screen_name","media_url","text"
"Bennie Thompson","House","D","Miss.",20,"2017-12-13 20:32:40","BennieGThompson","http://pbs.twimg.com/media/DQ9ByAIWAAAZzQH.jpg","40 moments of silence since 2012 and zero commonsense gun bills signed into law. It’s time to stand up for families of gun violence victims and #HonorWithAction https://t.co/pRU2zvGieh"
"Bennie Thompson","House","D","Miss.",20,"2013-01-16 17:15:29","BennieGThompson","","Over 40% of gun purchases occur without a Brady background check at a federally licensed dealer. #StopTheFuneral"
"Betty McCollum","House","D","Minn.",5,"2018-02-15 23:31:00","BettyMcCollum04","","The only way we will address our country's gun violence epidemic is if @HouseGOP chooses to care more about protecting American families than protecting the gun lobby. #EnoughIsEnough https://t.co/Afi0EuWb6J"
"Betty McCollum","House","D","Minn.",5,"2018-02-14 22:32:32","BettyMcCollum04","","My heart breaks for the victims and families affected by today's school shooting in Florida. 

This is the 18th school shooting in the US this year. Once again, our country's gun violence epidemic cries out for action. #EnoughIsEnough"
"Betty McCollum","House","D","Minn.",5,"2018-01-17 20:14:00","BettyMcCollum04","",".@SecretaryZinke has met with:
- Big Oil lobbyists
- the gun lobby
- mining executives
- wealthy campaign donors

But apparently he never had time to meet with the National Park System Advisory Board that helps care for our parks and national landmarks. https://t.co/NL8W5eaGFA"
"Betty McCollum","House","D","Minn.",5,"2017-12-14 21:15:00","BettyMcCollum04","","Five years ago today, 20 children and six educators were murdered in the mass shooting at #SandyHook Elementary School. We must honor their memory by working for commonsense gun safety laws. #HonorWithAction https://t.co/SDwZBGrWLF"
"Betty McCollum","House","D","Minn.",5,"2017-11-30 01:02:01","BettyMcCollum04","http://pbs.twimg.com/media/DP1gyxsWsAIzlAC.jpg","I met today with Ramsey County Attorney John Choi and Saint Paul Police Chief Todd Axtell about need for gun violence prevention legislation and our strong opposition to gun lobby-backed bills that take us backwards. #StopCCR #StopGunViolence https://t.co/S4ClZgvVAb"
"Betty McCollum","House","D","Minn.",5,"2017-10-02 19:49:08","BettyMcCollum04","",".@POTUS and @HouseGOP protect gun manufacturers &amp; gun lobby, but deny American families the right to live without fear of gun violence."
"Betty McCollum","House","D","Minn.",5,"2017-08-25 21:30:02","BettyMcCollum04","http://pbs.twimg.com/media/DIGavG-XYAAC6_H.jpg","Good meetings today with @ProtectMN &amp; @MomsDemand. I stand with you supporting gun violence prevention measures to keep our families safe. https://t.co/aDa3fa0Stt"
"Betty McCollum","House","D","Minn.",5,"2017-06-02 19:00:02","BettyMcCollum04","http://pbs.twimg.com/media/DBU104TXkAA4m-S.jpg","It's National Gun Violence Awareness Day. We must do more to #EndGunViolence and keep our children, families &amp; communities safe. https://t.co/mugFeeX4eh"
"Betty McCollum","House","D","Minn.",5,"2017-02-02 21:22:47","BettyMcCollum04","",".@HouseGOP just voted to weaken the background check system for gun buyers. To keep families &amp; communities safe, I voted NO on H.J. Res. 40."
"Betty McCollum","House","D","Minn.",5,"2016-09-14 16:40:05","BettyMcCollum04","","The American people want @HouseGOP to #DoYourJob and help end gun violence in our communities. #NoFlyNoBuy  #CloseTheLoophole #GunVote"
"Betty McCollum","House","D","Minn.",5,"2016-08-01 21:45:47","BettyMcCollum04","","This new law is dangerous &amp; outrageous. I'll continue to oppose gun lobby's attempts to weaponize American society. https://t.co/PYx1p2r9hj"
"Betty McCollum","House","D","Minn.",5,"2016-07-14 21:00:33","BettyMcCollum04","",".@HouseGOP just recessed the House for seven weeks without taking needed action on gun violence, Zika or Flint. https://t.co/EiymeJYf22"
"Betty McCollum","House","D","Minn.",5,"2016-07-06 14:50:11","BettyMcCollum04","http://pbs.twimg.com/media/CmsH307WEAAEfaj.jpg","I'm standing with gun violence survivors &amp; @HouseDemocrats demanding votes to #DisarmHate &amp; prevent gun violence. https://t.co/DPlxTjQjoN"
"Betty McCollum","House","D","Minn.",5,"2016-07-05 19:07:24","BettyMcCollum04","","The American people deserve a vote on common sense gun violence bills that #DisarmHate &amp; improve background checks. https://t.co/n510d0y5nX"
