"Hashtag","Frequency"
"Trumpcare",229
"TitleX",34
"SCOTUS",33
"DefendDACA",32
"opioidcrisis",25
"DeVos",24
"DreamAct",22
"SOTU",22
"ACA",21
"budget",19
"LGBTQ",19
"NoOnDeVos",18
"ESSA",17
"NetNeutrality",16
"RaiseTheWage",15
"DoYourJob",13
"Zika",12
"IVF",11
"ProtectOurCoast",11
"ChildCare4All",10
"OvertimeRule",10
"Puzder",10
"WomensMarch",10
"CuresAct",9
"StandWithPP",9
"Trump",9
"GetCoveredWA",8
"PinkOut",8
"VAWA",8
"BroadbandPrivacy",7
"EqualPayDay",7
"LatinaEqualPay",7
"Acosta",6
"AmericaSpeaksOut",6
"DACA",6
"HFAnow",6
"Jointsession",6
"NoDrillingInPacificNorthwest",6
"paidsickdays",6
"PriceHearing",6
"StopBush",6
"WomensMarch2018",6
"100DaysofGOP",5
"CassidyGraham",5
"DeVosHearing",5
"DREAMers",5
"Medicaid",5
"NoAbortionBan",5
"NoDrilling",5
"opioid",5
"ParisAgreement",5
"ProtectOurCare",5
"TrumpShutdown",5
"WA",5
"WhyIMarch",5
"100YearsStrong",4
"ANWR",4
"DeVosFacts",4
"DreamActNow",4
"DVAM2016",4
"EqualPay",4
"JointSession",4
"LaborDay",4
"Medicare",4
"OpioidEpidemic",4
"PriceIsWrong",4
"Questions4Betsy",4
"Sessions",4
"transgender",4
"TrumpCare",4
"TrumpsBrokenPromises",4
"veterans",4
"WeArePP",4
"ADA",3
"BlackWomensEqualPay",3
"childcare",3
"climatechange",3
"DrillSomewhereElse",3
"fairpay",3
"HandsOffMyBC",3
"HJRes57",3
"ITTTech",3
"MayDay",3
"paygap",3
"PellGrant",3
"Price",3
"Trump100days",3
"Trump100Days",3
"UnitedWeZag",3
"100days",2
"ABetterDeal",2
"All4Evidence",2
"AWBSummit17",2
"BeBoldforChange",2
"BetsyDeVos",2
"Budget",2
"Budget2018",2
"BuyAmerica",2
"CareNotChaos",2
"CBOscore",2
"CBOScore",2
"CHIP",2
"CleanPowerPlan",2
"ClimateMarch",2
"ComeyHearing",2
"cosmetics",2
"CostofCare17",2
"CoverageMatters",2
"CSEdWeek",2
"CultureofHealthPrize",2
"DayWithoutAWoman",2
"Devos",2
"Dreamers",2
"EarlyEdChat",2
"Endrew",2
"EpiPen",2
"EqualityAct",2
"equalpay",2
"EquifaxBreach",2
"FAMILYAct",2
"FDA",2
"FinalFour",2
"Florida",2
"FMLA24",2
"FMLA25",2
"globalgag",2
"GOPTaxScam",2
"Gorsuch",2
"handsoffWA",2
"Hanford",2
"HigherEd",2
"HungerTownHall",2
"HurricaneHarvey",2
"immigrant",2
"InternationalWomensDay",2
"KeepWorkSave4Cities",2
"mentalhealth",2
"MTPDaily",2
"MuslimBan",2
"NationalPublicLandsDay",2
"NoDrillingInPacificNorthWest",2
"NoOffshoreDrilling",2
"OpioidAwareChat",2
"overtime",2
"PaycheckFairnessAct",2
"PayGap",2
"PlannedParenthood",2
"PriceisWrong",2
"PrideMonth",2
"ProtectTheArctic",2
"RedAlert4CHCs",2
"reprofreedom",2
"RoeVWade",2
"safeworkplaces",2
"SaveCHIP",2
"SaveOurCare",2
"SaveOurSound",2
"SaveOvertime",2
"SCOTUSnominee",2
"seatac",2
"SeattlePride",2
"SeattleWomensMarch",2
"SpiritDay",2
"STEM",2
"StopTheSham",2
"studentdebt",2
"StudentDebt",2
"students",2
"SuicidePrevention",2
"SwiftGreen",2
"TaxDay",2
"TrumpBudget",2
"Tumpcare",2
"USCCR60yrs",2
"USWNT",2
"WAFSA",2
"WageGap",2
"Washington",2
"WorkingParentsDay",2
"ZikaVirus",2
"aarp2017",1
"ABC8",1
"ACICS",1
"ActOnClimate",1
"ADA27",1
"AmericaSpeaksOUt",1
"AngelsinAdoption",1
