"Hashtag","Frequency"
"nhpolitics",107
"ACA",74
"SCOTUS",27
"GoPats",26
"SandyHook",26
"smallbiz",26
"GOPTaxBill",23
"ExperienceNH",20
"DHS",19
"PlannedParenthood",17
"TB12",16
"Trumpcare",16
"LWCF",15
"WomenOn20s",14
"Zika",14
"GrahamCassidy",13
"NHSpeaksOut",12
"SOTU",11
"StandWithPP",11
"climatechange",9
"energyefficiency",9
"GlobalGag",9
"TeamUSA",9
"DACA",8
"EqualPay",8
"EqualPayDay",8
"IranDeal",8
"MuslimBan",8
"ParisAgreement",8
"smallbusiness",8
"STEM",8
"experienceNH",7
"GetCovered",7
"GirlsCount",7
"NDAA",7
"NetNeutrality",7
"SaveLWCF",7
"TheNew10",7
"USSManchester",7
"DoYourJob",6
"IWD2016",6
"LIHEAP",6
"NH",6
"ACA7",5
"BostonMarathon",5
"CARA",5
"COP21",5
"EarthDay",5
"EnergyEfficiency",5
"InternationalWomensDay",5
"PaycheckFairness",5
"Readthebill",5
"SmallBiz",5
"SmallBusinessWeek",5
"withinreach",5
"womenon20s",5
"Womenon20s",5
"DriveforFive",4
"FITN",4
"FreeSavchenko",4
"Medicaid",4
"NationalLobsterDay",4
"NationalPoliceWeek",4
"NHPolitics",4
"Patriots",4
"PatriotsNation",4
"shopsmall",4
"SmallBizSat",4
"TrumpBudget",4
"AmericaSpeaksOut",3
"AMR",3
"balanceSTEM",3
"dearmrpresident",3
"DREAMers",3
"ExIm",3
"getcovered",3
"IDAHOT",3
"IWD2017",3
"KingvBurwell",3
"LaneyAndLu",3
"LetGirlsLearn",3
"LGBT",3
"LGBTQ",3
"Medicare",3
"muslimban",3
"NATO",3
"NewHampshire",3
"NHpolitics",3
"NotDone",3
"SmallBusinessSaturday",3
"StandwithPP",3
"TBT",3
"WMUR",3
"womeninbiz",3
"2015EIG",2
"Afghanistan",2
"AUMF",2
"BalanceSTEM",2
"BeBoldForChange",2
"BRAC",2
"BrewNH",2
"changementalhealth",2
"CleanPowerPlan",2
"DearMrPresident",2
"DiabetesAlertDay",2
"Dreamers",2
"DrugTakeBack",2
"DVAM",2
"EEGlobal",2
"energy",2
"Energyefficiency",2
"Enough",2
"entrepreneurs",2
"EU",2
"GoSox",2
"GreatOutdoors",2
"IBelieveinUNH",2
"MainStreet",2
"MarriageEquaility",2
"marriageequality",2
"MedicareForAll",2
"MemorialDay",2
"MeToo",2
"MLKDay",2
"MyVetBiz",2
"Nashua",2
"nh1news",2
"NHPride",2
"NHPrimary",2
"NoBillNoBreak",2
"Olympics",2
"OpeningDay",2
"OpioidCrisis",2
"PEPFAR",2
"Periscope",2
"ProtectDREAMers",2
"Questions4Betsy",2
"ReadyNH",2
"RedSoxNation",2
"RoevWade",2
"SAAM",2
"SBIR",2
"sexualassault",2
"SFRC",2
"SIV",2
"smallbusinessweek",2
"Srebrenica",2
"StandWithPeggy",2
"TeamTackle",2
"thenew10",2
"TPA",2
"Trumpcuts",2
"type2",2
"Ukraine",2
"usglcNH",2
"VAWA",2
"WeNeedNine",2
"WithinReach",2
"withoutnews",2
"WomenInBiz",2
"WomenRule",2
"WorldRefugeeDay",2
"Zikavirus",2
"100Reasons",1
"50moreyears",1
"AARP2015",1
"ACATurns6",1
"AcrossTheAisle",1
"ActOnClimate",1
"ADA27",1
"adaletmitingi",1
"agday2015",1
"agetax",1
"AgeTax",1
"AHCA",1
"AmericanDiabetesMonth",1
"AmeriCorps20",1
"AngelsInAdoption",1
"ArmedForcesDay",1
"Azerbaijan",1
"bakers",1
"bakersdozenaward",1
"BalkansForward",1
"BALvsNE",1
"BankOnStudents",1
"BeatFordham",1
"BiennialBudgeting",1
"biotech",1
"BostonStrong",1
"BPCLive",1
"breakthepaperceiling",1
"BrusselsForum",1
"budgetdeal",1
"BuyAmerica",1
"CBO",1
"celebrateFP",1
"CelebrateFP",1
"ChallengeHER",1
"ChallengingExtremism",1
"Chernobyl",1
"CHIP",1
"ChroniclingAmerica",1
"Cigna5k",1
"CISA",1
"CitizensUnited",1
"civicengagement",1
"ClimateAction",1
"ClimateChange",1
"CNNDebate",1
"collegeboundnh",1
"Congress",1
"CongressionalRoundtable",1
"CSDP2015",1
"CSDPconf",1
"CSISTaskforce",1
"CSR",1
"CyberMonday",1
"DayoftheGirl",1
"DC",1
"DEA360",1
"DefendDACA",1
"DemsEnergy",1
"diabetes",1
"Diabetes",1
"DisarmHate",1
"DomesticViolenceLoophole",1
"DoSomethingAboutNothing",1
"doyourjob",1
"DREAMAct",1
"dreamsmallbiz",1
"DreamSmallBiz",1
"EarlyEd",1
"earthday",1
"Earthday",1
"EEDay2017",1
"efairness",1
"empowerabillion",1
"enough",1
"entrepreneur",1
"Entrepreneurs",1
"entrepreneurship",1
"equality",1
"EqualityDay",1
"equalpay",1
"Equalpay",1
"EqualPay4EqualWork",1
"EqualPayCantWait",1
"EXIM",1
"EXNH",1
"ExtendCHIP",1
"EyesOnChechnya",1
"FastTrack",1
"Fenway",1
"filibuster",1
"FinishedTheJob",1
"FinishTheJob",1
"fitn",1
"flood",1
"Flood",1
"FreeBrady",1
"FreeKhadija",1
"FreePress",1
"Freethe20",1
