"Hashtag","Frequency"
"Harvey",55
"HurricaneHarvey",36
"TaxCutsandJobsAct",20
"TaxReform",15
"SchumerShutdown",14
"DACA",13
"Texas",13
"txlege",11
"NAFTA",10
"FixNICS",8
"SCOTUS",8
"Senate",8
"NEW",7
"SutherlandSprings",7
"taxreform",7
"cjreform",6
"EarnHistory",6
"HoustonStrong",6
"border",5
"BREAKING",5
"GoSpursGo",5
"Obamacare",5
"SAFERact",5
"TexasStrong",5
"BetterCare",4
"HurricaineHarvey",4
"SOTU",4
"TheyFeelPain",4
"txwx",4
"VeteransDay",4
"AirForce",3
"axiosam",3
"BorderPatrol",3
"ConfirmGorsuch",3
"FedSocEvents",3
"FreeAustinTice",3
"harvey",3
"Harvey2017",3
"harveyhurricane",3
"Houston",3
"HurricaneMaria",3
"Iran",3
"Irma",3
"Maria",3
"PuertoRico",3
"RedCross",3
"RGV",3
"ShumerShutdown",3
"Syria",3
"TaxCutAndJobsAct",3
"TribFest17",3
"TX",3
"TXSmallBiz",3
"atxwx",2
"BackTheBlue",2
"Beaumont",2
"cantontornado",2
"Charlottesville",2
"Comey",2
"CongressionalBaseballGame",2
"cotton",2
"Dreamers",2
"GoogleAlerts",2
"HarveyRelief",2
"HarveyStorm",2
"HurricaneHarvery",2
"ICYMI",2
"JVTA",2
"KeepItRed",2
"ligftw",2
"mentalhealth",2
"MTP",2
"NewsandPolitics",2
"NFIB",2
"recidivism",2
"RepealAndReplace",2
"SATX",2
"SecondChances",2
"smallbiz",2
"SpecialReport",2
"TaxBill",2
"TaxCutsJobsAct",2
"Taxreform",2
"TexansHelpingTexans",2
"TFRWLeads",2
"TVPA",2
"TVPRA",2
"TXSen",2
"USCMwinter18",2
"veterans",2
"WorldSeries",2
"1182more",1
"2A",1
"43turns71",1
"60x30TX",1
"AcademySendoff",1
"Act4MentalHealth",1
"actionia",1
"AFBday",1
"AHCA",1
"ALCS",1
"AlliedStrong",1
"ALSEN",1
"AmarnathYatra",1
"AmericanEnergy",1
"americasfutureleaders",1
"ATX2DC",1
"atxfloods",1
"Austin",1
"AustinPD",1
"AZ",1
"b1",1
"BacktheBlue",1
"BCRA",1
"biopharma",1
"Boeing",1
"Border",1
"Bordernomics",1
"BorderSecurity",1
"BornAlive",1
"Breaking",1
"burntheblueslips",1
"business",1
"California",1
"CBP",1
"CBS19WX",1
"CentralTexas",1
"CFIUS",1
"childabuse",1
"CJReform",1
"Clinton",1
"CNN",1
"Congress",1
"CongressionalBaseballShooting",1
"CongressionalPicnic",1
"ConstitutionDay",1
"Cotton",1
"criminaljustice",1
"crimjusticereform",1
"CruzCrew",1
"ctx",1
"CUFIDC",1
"daca",1
"dairy",1
"Dallas",1
"DallasStrong",1
"DeathSpiral",1
"debris",1
"Delco",1
"DemocratShutdown",1
"DHS",1
"DOJ",1
"domesticviolence",1
"DomesticViolence",1
"DostIsrael",1
"DPRK",1
"DrugTakeBackDay",1
"DustoMarkovic",1
"EarnedHistory",1
"Easter",1
"EastTexas",1
"EastTxSquad",1
"EndtheBacklog",1
"EngageExcel",1
"Estonia",1
"Estonian",1
"FactChecker",1
"farmlife",1
"fedsocevents",1
"FF",1
"Fiesta2017",1
"FiestaFiesta",1
"filibuster",1
"firedupreadytogo",1
"FirstDayofFall",1
"fixbackgroundchecks",1
"fixNICs",1
"Florida",1
"FOIA",1
"foodsafety",1
"FoxandFriends",1
"FoxNews",1
"freetochoose",1
"FusionGPS",1
"FY17",1
"GodblessAmerica",1
"GodBlessTexas",1
"Gorsuch",1
"gospursgo",1
"GrowingPartnership",1
"gun",1
"HarveyRecovery",1
"HaveAPlan",1
"healthcare",1
"HealthcareBill",1
"HealthCareFreedom",1
"HealthCareVote",1
"healthfreedom",1
"heavysinhondo",1
"helpisontheway",1
"HillCountry",1
"HispanicHeritageMonth",1
"Hooah",1
"HOU",1
"hounews",1
"houston",1
"houwx",1
"humantrafficking",1
"HumanTrafficking",1
"HumanTraffickingAwarenessDay",1
"huntingandfishingday",1
"Hurricane",1
"hurricaneharvey",1
"hurricaneharvey2017",1
"immigration",1
"ImmigrationReform",1
"innovation",1
"insurancecompanybailouts",1
"IPAB",1
"Israel",1
"jlsa",1
"Jobs",1
"Katrina",1
"keepyomoney",1
"KeepYoMoney",1
"khou11",1
"kidswhocode",1
"Kingsville",1
"kvueharvey",1
"KVUEHarvey",1
"LA",1
"LaMarcusAldridge",1
"Laredo",1
"LasVegas",1
"lawenforcementappreciationday",1
"LifttheBurden",1
"LLWS",1
"lnyhbt",1
"LongHardRide",1
"MAGAnomics",1
"Manufacturing",1
"MarchForLife",1
"McAllen",1
"MealsOnWheels",1
"MedicareForAll",1
"Mediterranean",1
"MEK",1
"MemberMonday",1
"Mexico",1
"moab",1
"ModiInIsrael",1
"Montana",1
"Montenegro",1
"mosquitoes",1
"NAFTAWorks",1
"NARLegislative",1
"NatGas",1
"National",1
"NationalDogDay",1
"NationalGuard",1
"NationalPoliceWeek",1
"NATO",1
"NBAonABC",1
"NDAA",1
"NeverAgain",1
"NewYork",1
"nfibmember",1
"NFIBMember",1
"NLDS",1
"NoSuchThing",1
"NotCrumbs",1
"NRA",1
"NuclearOption",1
"Ohio",1
"okaytosay",1
"OldestWWIIVet",1
"onestepforwardtwostepsback",1
"OTD",1
"OttoWarmbier",1
"ParisAccord",1
"ParisAgreement",1
"PatriotPAWS",1
"PhotosFromTheField",1
"PJNET",1
"politics",1
"PraiseJesus",1
"PrayersForTexasTech",1
"Priorities",1
"prisonreform",1
"ProLife",1
"ProudTexan",1
"ProudToBeTXGOP",1
"publichealth",1
"Puerto",1
"rape",1
"recovery",1
"ReducingRedTape",1
"ReligiousFreedom",1
"rematch",1
"rgv",1
"RichardOverton",1
"RobertEarlKeen",1
"RockportStrong",1
"rootingforfailure",1
"RoseFestival",1
"RoundRock",1
"sad",1
"SAFER",1
