"govTrack_id","full_name","lastName","middleName","firstName","chamber","party","partyName","state","govTrack_desc","govTrack_ideology","govTrack_leadership","propublica_url","proPub_sponsoredBills","proPub_cosponsoredBills","proPub_votesAgainstParty","proPub_missedVotes","twitter_url","user_id","name","screen_name","location","description","url","verified","statuses_count","followers_count","friends_count","favourites_count","listed_count","account_created_at","account_lang","profile_url","profile_expanded_url","profile_image_url","profile_banner_url","profile_background_url","n_obs_timeline","n_obs_origContent","n_obs_textOnly","prop_origContent","prop_textOnly","earliest_status","latest_status","mean_favCount_OC","median_favCount_OC","stdDev_favCount_OC","mean_rtCount_OC","median_rtCount_OC","stdDev_rtCount_OC","mean_favCount_text","median_favCount_text","stdDev_favCount_text","mean_rtCount_text","median_rtCount_text","stdDev_rtCount_text"
412630,"Ralph Abraham","Abraham","","Ralph","House","R"," Republican","La."," rank-and-file Republican",0.834860034235,0.418602847036,"https://projects.propublica.org/represent/members/A000374-ralph-abraham",6,180,"3.1%","1.0%","https://twitter.com/RepAbraham","x2962891515","Rep. Ralph Abraham","RepAbraham","","Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",NA,TRUE,487,11867,102,57,345,"2015-01-05 23:01:54","en",NA,NA,"http://pbs.twimg.com/profile_images/552239677395046402/-PHUoJ7w_400x400.jpeg","https://pbs.twimg.com/profile_banners/2962891515/1484238783","http://abs.twimg.com/images/themes/theme1/bg.png",487,388,126,0.796714579055442,0.258726899383984,"2015-01-08 14:54:41","2018-02-22 20:05:57",18.409793814433,6,97.9435032368863,7.54123711340206,3,40.8634310910474,33.1031746031746,5,168.590098374256,12.9285714285714,3,70.9041244014963
412607,"Alma Adams","Adams","","Alma","House","D"," Democrat","N.C."," rank-and-file Democrat",0.310148606448,0.428391136982,"https://projects.propublica.org/represent/members/A000370-alma-adams",11,221,"4.4%","2.3%","https://twitter.com/RepAdams","x2916086925","Alma S. Adams","RepAdams","","Congresswoman. Educator. Artist. Founder & Co-Chair of the Bipartisan HBCU Caucus.","https://t.co/wPfZolUQ4r",TRUE,4260,9697,1204,521,495,"2014-12-11 19:54:07","en","https://t.co/wPfZolUQ4r","http://adams.house.gov/","http://pbs.twimg.com/profile_images/696878967744290816/UNJ4vKXq_400x400.jpg","https://pbs.twimg.com/profile_banners/2916086925/1513724924","http://pbs.twimg.com/profile_background_images/547065330338504704/-oIdiwL_.jpeg",3244,2019,707,0.622379778051788,0.217940813810111,"2016-01-21 18:36:33","2018-02-23 00:03:35",14.5606736007925,6,36.9167850385661,7.67805844477464,3,20.7369281068526,19.3055162659123,8,36.4088369967245,10.1881188118812,5,24.4046964144066
400004,"Robert B. Aderholt","Aderholt","B.","Robert","House","R"," Republican","Ala."," moderate Republican follower",0.770332950248,0.237013286413,"https://projects.propublica.org/represent/members/A000055-robert-b-aderholt",3,92,"3.5%","3.7%","https://twitter.com/Robert_Aderholt","x76452765","Rep. Robert Aderholt","Robert_Aderholt","Haleyville, AL","Proudly serving the 4th Congressional District of Alabama in Congress",NA,TRUE,1383,19621,117,140,1057,"2009-09-22 21:16:37","en",NA,NA,"http://pbs.twimg.com/profile_images/570322469345431552/muwv_7EV_400x400.jpeg","https://pbs.twimg.com/profile_banners/76452765/1516571126","http://pbs.twimg.com/profile_background_images/444155847/Flag.jpg",1382,1222,675,0.884225759768452,0.488422575976845,"2009-09-22 21:19:09","2018-02-21 13:29:42",7.21112929623568,0,38.9936630295642,3.82324058919804,1,13.7715007972053,6.66074074074074,0,41.30898461755,3.62814814814815,1,15.5892027414656
412615,"Pete Aguilar","Aguilar","","Pete","House","D"," Democrat","Calif."," moderate Democratic follower",0.355300911788,0.253663788137,"https://projects.propublica.org/represent/members/A000371-pete-aguilar",7,199,"7.9%","1.0%","https://twitter.com/reppeteaguilar","x3018670151","Rep. Pete Aguilar","RepPeteAguilar","San Bernardino, CA","Pete Aguilar represents CA’s 31st Congressional District. A former mayor, Rep. Aguilar is committed to strengthening the Inland Empire’s middle class.","http://t.co/o4deRoUnuK",TRUE,1277,7629,214,0,420,"2015-02-04 21:01:23","en","http://t.co/o4deRoUnuK","http://aguilar.house.gov/","http://pbs.twimg.com/profile_images/828746680430428160/D93MnndE_400x400.jpg","https://pbs.twimg.com/profile_banners/3018670151/1504185256","http://abs.twimg.com/images/themes/theme1/bg.png",1276,927,254,0.726489028213166,0.199059561128527,"2015-02-10 17:15:23","2018-02-22 00:19:00",23.9363538295577,6,236.665937395292,10.5782092772384,3,84.7161954971494,48.7125984251969,7,448.795551134503,20.3110236220472,3,159.893695282344
412625,"Rick Allen","Allen","","Rick","House","R"," Republican","Ga."," moderate Republican follower",0.858483429227,0.312283742171,"https://projects.propublica.org/represent/members/A000372-rick-allen",5,189,"1.9%","0.4%","https://twitter.com/reprickallen","x2964287128","Rick W. Allen","RepRickAllen","Augusta, GA and Washington, DC","Proudly representing Georgia's 12th Congressional District","https://t.co/WfV96n5LQo",TRUE,1192,11493,129,64,340,"2015-01-06 14:45:18","en","https://t.co/WfV96n5LQo","http://allen.house.gov","http://pbs.twimg.com/profile_images/552476601510682624/vklJRMrV_400x400.jpeg","https://pbs.twimg.com/profile_banners/2964287128/1506352403","http://abs.twimg.com/images/themes/theme1/bg.png",1192,900,136,0.75503355704698,0.114093959731544,"2015-01-06 14:52:14","2018-02-22 21:52:01",16.78,2,266.246856692345,4.97333333333333,1,55.5469853926106,6.58088235294118,3,18.5390699143663,2.44117647058824,1,4.69793446477216
412438,"Justin Amash","Amash","","Justin","House","R"," Republican","Mich."," centrist Republican",0.59281527265,0.366450733848,"https://projects.propublica.org/represent/members/A000367-justin-amash",7,45,"27.4%","0.1%","https://twitter.com/justinamash","x233842454","Justin Amash","justinamash","Third District of Michigan","I defend #liberty and explain every vote at https://t.co/3KzEquoyad • 'Laws must be general, equal, and certain.' —F.A. Hayek",NA,TRUE,14617,134067,5408,331,3058,"2011-01-04 07:09:11","en",NA,NA,"http://pbs.twimg.com/profile_images/574723453279830017/qVMgtQCt_400x400.jpeg","https://pbs.twimg.com/profile_banners/233842454/1446352343","http://abs.twimg.com/images/themes/theme9/bg.gif",3211,527,255,0.164123326066646,0.0794145126128932,"2016-06-28 22:20:17","2018-02-23 03:05:36",743.400379506641,170,2695.15640978994,331.650853889943,64,1184.57823409606,1245.5568627451,381,3770.337822395,566.294117647059,165,1654.17500304934
412500,"Mark Amodei","Amodei","","Mark","House","R"," Republican","Nev."," rank-and-file Republican",0.810930598626,0.514795036857,"https://projects.propublica.org/represent/members/A000369-mark-amodei",10,133,"4.3%","3.0%","https://twitter.com/MarkAmodeiNV2","x402719755","RepMarkAmodei","MarkAmodeiNV2","Carson City, NV","Proudly representing Nevada's 2nd District","http://t.co/p2s4qS7trR",TRUE,1175,11609,1741,35,628,"2011-11-01 13:43:55","en","http://t.co/p2s4qS7trR","http://amodei.house.gov","http://pbs.twimg.com/profile_images/1617193547/Offical_Photo_twitter_400x400.jpg","https://pbs.twimg.com/profile_banners/402719755/1395328053","http://pbs.twimg.com/profile_background_images/446321045625008129/KKw73uO7.jpeg",1170,774,185,0.661538461538462,0.158119658119658,"2011-11-07 20:12:00","2018-02-22 21:53:12",9.51033591731266,1,186.929687777146,4.17829457364341,2,43.1412043496824,31.4378378378378,1,382.144588610117,9.6,2,88.009460953873
412726,"Jodey Arrington","Arrington","","Jodey","House","R"," Republican","Texas"," centrist Republican follower ",0.64839320544,0.0483902834436,"https://projects.propublica.org/represent/members/A000375-jodey-arrington",5,127,"1.7%","0.8%","https://twitter.com/RepArrington","x816284664658874368","Rep. Arrington","RepArrington","West Texas","Proudly representing the good people of West Texas in Congress.","https://t.co/DZziBJQejF",TRUE,608,4016,1181,161,173,"2017-01-03 14:06:44","en","https://t.co/DZziBJQejF","http://arrington.house.gov","http://pbs.twimg.com/profile_images/818265271051964417/EaWLT8zh_400x400.jpg","https://pbs.twimg.com/profile_banners/816284664658874368/1499878486","http://abs.twimg.com/images/themes/theme1/bg.png",608,332,27,0.546052631578947,0.0444078947368421,"2017-01-03 17:19:12","2018-02-22 23:38:02",60.7801204819277,8,558.271027934283,31.1867469879518,2,401.958154251716,17,9,26.1578051302239,5.03703703703704,3,6.86396096390125
412655,"Brian Babin","Babin","","Brian","House","R"," Republican","Texas"," conservative Republican",0.924536174523,0.619233726319,"https://projects.propublica.org/represent/members/B001291-brian-babin",11,229,"4.6%","1.9%","https://twitter.com/RepBrianBabin","x2929491549","Brian Babin","RepBrianBabin","","Honored to serve citizens of #TX36 in U.S. Congress. Chairman of @HouseScience Space Subcommittee and Member of House @Transport Committee.","https://t.co/tJRjOi3OmN",TRUE,2359,8545,646,639,445,"2014-12-18 13:28:53","en","https://t.co/tJRjOi3OmN","http://www.facebook.com/RepBrianBabin","http://pbs.twimg.com/profile_images/887307878960431104/X1I2wzXX_400x400.jpg","https://pbs.twimg.com/profile_banners/2929491549/1485534172","http://abs.twimg.com/images/themes/theme1/bg.png",2357,1463,160,0.620704285108188,0.0678829019940602,"2015-01-06 22:28:20","2018-02-22 22:54:25",18.8687628161312,6,111.738343719707,9.5768967874231,3,39.2792372752369,19.2375,6,60.2795883660871,8.66875,4,17.8462059724207
412713,"Don Bacon","Bacon","","Don","House","R"," Republican","Neb."," centrist Republican",0.646823595974,0.314343979341,"https://projects.propublica.org/represent/members/B001298-don-bacon",10,215,"4.0%","0.1%","https://twitter.com/RepDonBacon","x818975124460335106","Rep. Don Bacon","RepDonBacon","Papillion, NE","Serving the constituents of Nebraska's Second Congressional District. Husband, Dad, Granddad, Brigadier General USAF (Ret.) User policy https://t.co/AeMcX3biFi","https://t.co/urUnLTdvSE",TRUE,2551,3945,495,2085,179,"2017-01-11 00:17:40","en","https://t.co/urUnLTdvSE","http://bacon.house.gov","http://pbs.twimg.com/profile_images/826132945756897280/uihGBbn6_400x400.jpg","https://pbs.twimg.com/profile_banners/818975124460335106/1515707713","http://abs.twimg.com/images/themes/theme1/bg.png",2549,1329,262,0.52138093369949,0.102785406041585,"2017-01-12 03:38:56","2018-02-22 20:41:45",12.4251316779533,8,31.954891029297,3.89465763732129,2,15.7004444163662,16.4351145038168,9,62.4355114638239,5.5,2,33.6812589293383
