"govTrack_id","full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","name","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","verified","account_created_at","profile_expanded_url","profile_image_url"
"x400204","Eddie Bernice Johnson","House","D","Texas",13," rank-and-file Democrat",0.297364486129,"5.8%","x168502762","US Rep E.B.Johnson","RepEBJ","Dallas, Texas","Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress",8115,30759,2128,1437,TRUE,"2010-07-19 14:25:48","http://ebjohnson.house.gov","http://pbs.twimg.com/profile_images/378800000604954433/1b5698e904aadd41537b91101dd439b9_normal.jpeg"
"x400663","Doris Matsui","House","D","Calif.",13," rank-and-file Democrat",0.298221811165,"5.1%","x38254095","Rep. Doris Matsui","DorisMatsui","Sacramento, CA","Representing California's 6th Congressional District - including the capital city of Sacramento. Member of the Energy and Commerce Committee.",2670,29597,8269,139,TRUE,"2009-05-06 19:20:50","http://www.matsui.house.gov","http://pbs.twimg.com/profile_images/644563582294757376/UJMwQIXY_normal.jpg"
"x412435","Bill Keating","House","D","Mass.",13," rank-and-file Democrat",0.300002832661,"6.1%","x232992031","Bill Keating","USRepKeating","Bourne, Ma","Welcome to the official Twitter page of Congressman Bill Keating!",1256,13141,606,14,TRUE,"2011-01-01 23:58:47","http://keating.house.gov/","http://pbs.twimg.com/profile_images/677589152456544256/AJ5i2xqW_normal.jpg"
"x412385","Ted Deutch","House","D","Fla.",13," moderate Democratic leader",0.300402817052,"7.1%","x137794015","Rep. Ted Deutch","RepTedDeutch","Florida, USA","Ranking Member of Ethics Committee. Member of Foreign Affairs & Judiciary. Proudly serving Broward & Palm Beach Counties. Vegan.",5934,36032,1657,782,TRUE,"2010-04-27 19:51:54","http://Deutch.house.gov","http://pbs.twimg.com/profile_images/815596133921779713/66Ep5GUv_normal.jpg"
"x400246","Nita M. Lowey","House","D","N.Y.",13," moderate Democratic leader",0.303409137999,"5.1%","x221792092","Nita Lowey","NitaLowey","New York and Washington, D.C.","Proudly representing NY's 17th District. RM on House Approps Committee (@AppropsDems). RTs/follows ≠ endorsements. Newsletter sign-up: https://t.co/JSmr63CIAQ",2823,24753,1070,73,TRUE,"2010-12-01 16:36:35","http://lowey.house.gov/","http://pbs.twimg.com/profile_images/970695294013853697/cmzY9XdB_normal.jpg"
"x412612","Ruben Gallego","House","D","Ariz.",13," rank-and-file Democrat",0.30427289884,"6.0%","x49217025","Ruben Gallego","RubenGallego","Phoenix, Arizona","Iraq War Veteran. USMC 0311/0341. Member of Congress for Arizona's 7th Congressional District. Proud Democrat. Hispanic, Latino",9359,34854,1792,287,TRUE,"2009-06-21 03:26:23","http://www.gallegoforarizona.com","http://pbs.twimg.com/profile_images/274085344/picture2_normal.jpg"
"x412612","Ruben Gallego","House","D","Ariz.",13," rank-and-file Democrat",0.30427289884,"6.0%","x2966570782","Ruben Gallego","RepRubenGallego","Phoenix, AZ","Proud representative of Arizona's 7th Congressional District",3327,73045,2744,458,TRUE,"2015-01-07 19:31:08","http://rubengallego.house.gov","http://pbs.twimg.com/profile_images/775441103843647488/YWl9wrtw_normal.jpg"
"x400122","Eliot L. Engel","House","D","N.Y.",13," moderate Democratic leader",0.305381606523,"6.2%","x164007407","Eliot Engel","RepEliotEngel","","Congressman representing parts of the Bronx and Westchester Counties in New York #NY16",3376,22387,804,97,TRUE,"2010-07-07 20:34:17","http://engel.house.gov","http://pbs.twimg.com/profile_images/523095197983309825/3TdNyI76_normal.jpeg"
"x412318","Dina Titus","House","D","Nev.",13," rank-and-file Democrat",0.309425316126,"6.1%","x122174004","Dina Titus","repdinatitus","Las Vegas, NV","Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. https://t.co/g6tZzJD45q",9286,30527,1840,5350,TRUE,"2010-03-11 21:05:31","http://www.titus.house.gov","http://pbs.twimg.com/profile_images/669584452322877442/z7pOtlJI_normal.jpg"
"x412607","Alma Adams","House","D","N.C.",13," rank-and-file Democrat",0.310148606448,"4.4%","x2916086925","Alma S. Adams","RepAdams","","Congresswoman. Educator. Artist. Founder & Co-Chair of the Bipartisan HBCU Caucus.",4303,9814,1213,527,TRUE,"2014-12-11 19:54:07","http://adams.house.gov/","http://pbs.twimg.com/profile_images/696878967744290816/UNJ4vKXq_normal.jpg"
"x412516","Julia Brownley","House","D","Calif.",13," rank-and-file Democrat",0.31052542528,"6.7%","x1243902714","Julia Brownley","JuliaBrownley26","","U.S. Representative from California's 26th District.",2757,14019,586,0,TRUE,"2013-03-05 14:51:28","http://juliabrownley.house.gov/","http://pbs.twimg.com/profile_images/588379406168694784/nnPXNlyH_normal.jpg"
"x412308","Jared Polis","House","D","Colo.",14," moderate Democratic leader",0.314636582365,"7.9%","x463132556","Rep. Jared Polis","RepJaredPolis","Boulder, CO","Official Twitter home of Rep. Jared Polis, proudly Representing Colorado's Second District. Dad. Entrepreneur. Educator. Rockies fan.",2593,13936,971,408,TRUE,"2012-01-13 19:19:17","http://polis.house.gov","http://pbs.twimg.com/profile_images/852629547476434949/bqDZ2suq_normal.jpg"
"x412308","Jared Polis","House","D","Colo.",14," moderate Democratic leader",0.314636582365,"7.9%","x15361570","Jared Polis","jaredpolis","Boulder, CO","father, entrepreneur,education policy, baseball, tech, politics, gaymer - Day job serving in Congress, also running for Colorado Governor",5836,48025,4525,7064,TRUE,"2008-07-09 03:04:04","","http://pbs.twimg.com/profile_images/752314449206341633/SoUVQR8U_normal.jpg"
"x412687","Nanette Barragan","House","D","Calif.",14," moderate Democratic follower",0.317748065482,"5.5%","x816833925456789505","Nanette D. Barragán","RepBarragan","San Pedro, CA","Official account. Honored to represent California's 44th Congressional District. #CA44 Member of the @HispanicCaucus @USProgressives @Dodgers fan.",1851,6728,528,468,TRUE,"2017-01-05 02:29:18","http://www.barragan.house.gov","http://pbs.twimg.com/profile_images/827650875573280768/PZit1YuO_normal.jpg"
"x412272","Gerald E. Connolly","House","D","Va.",14," moderate Democratic leader",0.318436606911,"6.4%","x78445977","Gerry Connolly","GerryConnolly","Virginia's 11th District","Proudly representing Virginia's 11th District",5990,42659,237,0,TRUE,"2009-09-29 23:17:33","","http://pbs.twimg.com/profile_images/915643217315553281/u4Dqrk5H_normal.jpg"
"x412212","John Sarbanes","House","D","Md.",14," rank-and-file Democrat",0.319310645681,"4.9%","x364415553","Rep. John Sarbanes","RepSarbanes","Maryland","Representing Maryland’s 3rd District. Chair of @House_DRTF. Fighting to put the public interest ahead of special interests.",1118,17347,503,116,TRUE,"2011-08-29 18:44:47","https://sarbanes.house.gov/issues/democracy-reform-task-force","http://pbs.twimg.com/profile_images/512000635386855425/iDW41TJ9_normal.jpeg"
"x400232","Rick Larsen","House","D","Wash.",14," rank-and-file Democrat",0.319444094597,"5.3%","x404132211","Rep. Rick Larsen","RepRickLarsen","Washington's 2nd District","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",7274,16733,5182,1224,TRUE,"2011-11-03 13:59:42","http://larsen.house.gov","http://pbs.twimg.com/profile_images/804085552064720896/HGM6mA6m_normal.jpg"
"x300019","Thomas R. Carper","Senate","D"," Del.",14," rank-and-file Democrat",0.319703488791,"9.8%","x249787913","Senator Tom Carper","SenatorCarper","Delaware","Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and ranking member @EPWDems",6813,77848,1337,1094,TRUE,"2011-02-09 19:46:42","http://www.carper.senate.gov","http://pbs.twimg.com/profile_images/378800000497501114/77d2bd85a246e66e8f77670018fbaaca_normal.jpeg"
"x412579","Marc Veasey","House","D","Texas",14," rank-and-file Democrat",0.32053598766,"7.0%","x1074129612","Rep. Marc Veasey","RepVeasey","Dallas-Fort Worth, Texas","Proudly representing #FortWorth #Dallas #Arlington #GrandPrairie #Irving #Everman. Born & reared in the Metroplex. Husband, father & @dallascowboys fan. #TX33",2820,16312,2871,1266,TRUE,"2013-01-09 15:49:27","http://twittercounter.com/RepVeasey","http://pbs.twimg.com/profile_images/761614028418457600/j7lOtIzH_normal.jpg"
"x400249","Stephen F. Lynch","House","D","Mass.",14," rank-and-file Democrat",0.321315070406,"7.4%","x310310133","Rep. Stephen Lynch","RepStephenLynch","Washington, D.C. / Boston, MA","The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.",3192,16132,385,182,TRUE,"2011-06-03 14:48:36","http://lynch.house.gov/","http://pbs.twimg.com/profile_images/523121530155175937/H7aakruP_normal.jpeg"
"x400326","David E. Price","House","D","N.C.",14," rank-and-file Democrat",0.323375245957,"4.5%","x155669457","David E. Price","RepDavidEPrice","","I am proud to represent NC's 4th Congressional District, which includes Orange and parts of Wake and Durham Counties.",3336,21942,2454,316,TRUE,"2010-06-14 19:44:06","http://price.house.gov/","http://pbs.twimg.com/profile_images/960964886770671616/G71WsaGm_normal.jpg"
"x400111","Lloyd Doggett","House","D","Texas",14," rank-and-file Democrat",0.326430566657,"5.6%","x153944899","Lloyd Doggett","RepLloydDoggett","Texas","Representing communities from San Antonio to Austin.",4618,29043,375,126,TRUE,"2010-06-09 23:53:50","http://doggett.house.gov","http://pbs.twimg.com/profile_images/2512072298/x393d17j8ghxhd4aieu2_normal.jpeg"
"x412695","Darren Soto","House","D","Fla.",15," moderate Democratic follower",0.327679223235,"5.6%","x1730030220","Darren Soto","DarrenSoto","Kissimmee, FL","Congressman, attorney, musician and loving husband of Amanda Soto - personal account",1344,3520,1183,1393,TRUE,"2013-09-04 22:22:37","http://www.darrensoto.com","http://pbs.twimg.com/profile_images/820258741182464001/G-8IN1-k_normal.jpg"
"x412695","Darren Soto","House","D","Fla.",15," moderate Democratic follower",0.327679223235,"5.6%","x818713465653051392","US Rep. Darren Soto","RepDarrenSoto","Kissimmee, Florida","Proudly representing Central Florida's 9th District: Osceola County and parts of Orange and Polk counties. Official Account",1320,4959,2793,1542,TRUE,"2017-01-10 06:57:55","https://soto.house.gov","http://pbs.twimg.com/profile_images/824454906446745601/DtndIYe0_normal.jpg"
"x412546","Dan Kildee","House","D","Mich.",15," rank-and-file Democrat",0.328453295349,"6.4%","x18674498","Dan Kildee","dankildee","Michigan","Fighting for Michigan.",1154,3887,1939,90,TRUE,"2009-01-06 13:39:10","http://www.dankildee.com","http://pbs.twimg.com/profile_images/650011318129328128/LvZFfqSx_normal.jpg"
"x412546","Dan Kildee","House","D","Mich.",15," rank-and-file Democrat",0.328453295349,"6.4%","x1045110018","Rep. Dan Kildee","RepDanKildee","Michigan","Honored to represent Michigan's Fifth Congressional District. Born & raised in Flint. Vice Ranking Member, @FSCDems. Proud husband, father & grandfather.",5161,32408,6294,21,TRUE,"2012-12-29 15:05:47","http://www.dankildee.house.gov","http://pbs.twimg.com/profile_images/649229542951772160/myVmWhru_normal.jpg"
"x412543","Joseph P. Kennedy III","House","D","Mass.",15," moderate Democratic leader",0.32895505275,"4.2%","x1055907624","Rep. Joe Kennedy III","RepJoeKennedy","","Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",3932,571324,672,4,TRUE,"2013-01-02 19:33:36","http://kennedy.house.gov","http://pbs.twimg.com/profile_images/905790687853105153/wp5cZMYl_normal.jpg"
"x400616","G. K. Butterfield","House","D","N.C.",15," rank-and-file Democrat",0.32944552098,"5.6%","x432676344","G. K. Butterfield","GKButterfield","","U. S. Representative, proudly serving North Carolina's 1st Congressional District. Follow my work in Washington and #NC01.",4234,15354,646,1254,TRUE,"2011-12-09 17:17:22","http://www.facebook.com/CongressmanGKButterfield","http://pbs.twimg.com/profile_images/570970632758636544/3TqSV_Aq_normal.jpeg"
"x400355","Linda T. Sanchez","House","D","Calif.",15," moderate Democratic leader",0.331220083835,"4.3%","x312134473","Linda T. Sánchez","RepLindaSanchez","Norwalk, CA & Washington, D.C.","I work for CA-38. Vice Chair @HouseDemocrats. Fmr. @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan.",2604,28535,1830,433,TRUE,"2011-06-06 16:50:45","http://www.instagram.com/replindasanchez","http://pbs.twimg.com/profile_images/871797805328863233/8LVd5H7g_normal.jpg"
"x400641","Brian Higgins","House","D","N.Y.",15," rank-and-file Democrat",0.332261403823,"5.2%","x33576489","Brian Higgins","RepBrianHiggins","WNY and Washington, DC","Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW",12809,22509,3303,173,TRUE,"2009-04-20 16:47:06","http://higgins.house.gov","http://pbs.twimg.com/profile_images/655008552243761152/vHUDf1-r_normal.jpg"
"x412565","Joyce Beatty","House","D","Ohio",15," rank-and-file Democrat",0.333035342989,"6.0%","x1531521632","Joyce Beatty","RepBeatty","Ohio's Third District","Official Twitter account for Congresswoman Joyce Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.",6116,23615,1647,1046,TRUE,"2013-06-19 17:47:09","http://beatty.house.gov","http://pbs.twimg.com/profile_images/616610538584281088/cvL14fuQ_normal.jpg"
"x412305","Gary Peters","Senate","D"," Mich.",15," moderate Democratic follower",0.334636742174,"7.0%","x145292853","Gary Peters","Peters4Michigan","Oakland County, MI","Proud husband and father of three, five generations in MI, 20+ years in business, 10+ years in the U.S. Navy Reserve, fighter for the middle class",1710,9128,826,81,TRUE,"2010-05-18 16:10:02","http://www.PetersForMichigan.com","http://pbs.twimg.com/profile_images/530406116312612864/z8topc_h_normal.jpeg"
"x412305","Gary Peters","Senate","D"," Mich.",15," moderate Democratic follower",0.334636742174,"7.0%","x236511574","Senator Gary Peters","SenGaryPeters","","U.S. Senator proudly representing the state of Michigan.",4767,104562,1145,61,TRUE,"2011-01-10 19:17:36","http://peters.senate.gov","http://pbs.twimg.com/profile_images/921025087251386369/11o7UGiT_normal.jpg"
"x412418","Colleen Hanabusa","House","D","Hawaii",15," rank-and-file Democrat",0.335262417676,"5.4%","x235373000","Colleen Hanabusa","RepHanabusa","Washington, D.C.","Proudly Representing Hawaii's First Congressional District",1778,10821,1850,267,TRUE,"2011-01-08 01:13:45","http://hanabusa.house.gov/","http://pbs.twimg.com/profile_images/883135726690369542/D3JbADHk_normal.jpg"
"x412432","Cedric Richmond","House","D","La.",15," rank-and-file Democrat",0.336443955143,"7.4%","x142419647","Cedric Richmond","CedricRichmond","New Orleans","Proudly representing Louisiana’s 2nd Congressional District in the United States House of Representatives. Follow my official page @RepRichmond.",635,6724,1458,135,TRUE,"2010-05-10 21:02:57","http://www.cedricrichmond.com","http://pbs.twimg.com/profile_images/792482728759484416/j1OpPzjb_normal.jpg"
"x412432","Cedric Richmond","House","D","La.",15," rank-and-file Democrat",0.336443955143,"7.4%","x267854863","Rep Cedric Richmond","RepRichmond","","Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.

@OfficialCBC Chairman",2259,24974,865,269,TRUE,"2011-03-17 17:30:45","http://richmond.house.gov","http://pbs.twimg.com/profile_images/839888450597834752/5-yqcIpy_normal.jpg"
"x412239","Peter Welch","House","D","Vt.",16," rank-and-file Democrat",0.337861419543,"6.1%","x1410590874","Rep. Peter Welch","PeterWelch","Vermont and Washington, DC","Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.",1805,10402,1832,89,TRUE,"2013-05-07 16:10:47","http://welch.house.gov/","http://pbs.twimg.com/profile_images/593413173455257600/o0GKZGhi_normal.jpg"
"x412529","Lois Frankel","House","D","Fla.",16," rank-and-file Democrat",0.338049845993,"6.0%","x1077121945","Rep. Lois Frankel","RepLoisFrankel","","Representative from Florida's 21st Congressional District. Chair of @HouseDemWomen.",4791,19391,1497,234,TRUE,"2013-01-10 16:58:38","https://www.facebook.com/RepLoisFrankel#","http://pbs.twimg.com/profile_images/673887238736863232/0LUL8NQ4_normal.jpg"
"x412575","Beto O'Rourke","House","D","Texas",16," rank-and-file Democrat",0.338312854226,"7.7%","x342863309","Beto O'Rourke","BetoORourke","El Paso, TX","Congressman from El Paso challenging Ted Cruz for U.S. Senate in 2018. Powered by people, not PACs.",2714,122574,600,1741,TRUE,"2011-07-26 18:05:52","http://betofortexas.com","http://pbs.twimg.com/profile_images/896415952643870720/oL6MUsy3_normal.jpg"
"x412575","Beto O'Rourke","House","D","Texas",16," rank-and-file Democrat",0.338312854226,"7.7%","x1134292500","Rep. Beto O'Rourke","RepBetoORourke","El Paso, TX","US Congress - El Paso",3978,86155,280,788,TRUE,"2013-01-30 14:52:51","http://fb.com/betoorourketx16","http://pbs.twimg.com/profile_images/831251094827368452/qkdPRpd__normal.jpg"
"x412562","Sean Patrick Maloney","House","D","N.Y.",16," rank-and-file Democrat",0.340449660654,"8.7%","x1072467470","Sean Patrick Maloney","RepSeanMaloney","Cold Spring, NY","Proud to represent New York's 18th Congressional District",4039,25174,975,1342,TRUE,"2013-01-09 01:00:33","http://seanmaloney.house.gov/","http://pbs.twimg.com/profile_images/954056209216176128/0--KKfKn_normal.jpg"
"x412186","Albio Sires","House","D","N.J.",16," rank-and-file Democrat",0.345560857671,"5.4%","x18696134","Albio Sires","RepSires","Washington, DC","U.S. Representative for New Jersey's 8th Congressional District",2421,16753,256,28,TRUE,"2009-01-06 21:22:37","http://www.sires.house.gov/","http://pbs.twimg.com/profile_images/2637695319/e61b36587ac3d12ec931deb3837380d4_normal.jpeg"
"x400101","Diana DeGette","House","D","Colo.",16," rank-and-file Democrat",0.346809109153,"5.6%","x28599820","Rep. Diana DeGette","RepDianaDeGette","Denver, CO","Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.",3861,39917,11296,387,TRUE,"2009-04-03 16:41:06","http://www.facebook.com/DianaDeGette","http://pbs.twimg.com/profile_images/790555040478003200/TD0mvtt2_normal.jpg"
"x400352","Tim Ryan","House","D","Ohio",16," rank-and-file Democrat",0.347133480844,"5.1%","x466532637","Tim Ryan","TimRyan","Warren, Ohio","Proud Husband | Father | @Cavs @Indians @Browns Fan | Representative for Ohio’s 13th District",2342,11454,708,896,TRUE,"2012-01-17 14:24:26","http://www.timryanforcongress.com","http://pbs.twimg.com/profile_images/800025983709483009/YDz4MiIP_normal.jpg"
"x400352","Tim Ryan","House","D","Ohio",16," rank-and-file Democrat",0.347133480844,"5.1%","x13491312","Congressman Tim Ryan","RepTimRyan","Warren, OH","Congressman for Ohio’s 13th District",5628,53140,2369,1407,TRUE,"2008-02-14 21:57:32","http://timryan.house.gov","http://pbs.twimg.com/profile_images/649293579437780992/4QH_GYMq_normal.png"
"x400309","Bill Pascrell Jr.","House","D","N.J.",16," moderate Democratic leader",0.349006612682,"5.6%","x74508260","Bill Pascrell, Jr.","BillPascrell","Paterson, NJ","Representing the 9th District of New Jersey in the House of Representatives. Member, Ways & Means Committee. Ranking Democrat, Ways & Means Trade Subcommittee.",2766,31438,0,5879,TRUE,"2009-09-15 17:54:32","http://pascrell.house.gov","http://pbs.twimg.com/profile_images/827203786389209088/MIouzQB1_normal.jpg"
"x412617","Norma Torres","House","D","Calif.",16," moderate Democratic follower",0.349280725065,"6.2%","x236279233","Rep. Norma Torres","NormaJTorres","","U.S. Representative for California's 35th District",5599,11253,734,1678,TRUE,"2011-01-10 06:30:14","http://torres.house.gov","http://pbs.twimg.com/profile_images/751489059181191168/aVrXV_MJ_normal.jpg"
"x412257","Bill Foster","House","D","Ill.",16," rank-and-file Democrat",0.349566132007,"6.7%","x1080509366","Bill Foster","RepBillFoster","Naperville, IL ","Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois",2601,37901,1974,119,TRUE,"2013-01-11 18:17:11","http://foster.house.gov/about/full-biography","http://pbs.twimg.com/profile_images/654326440079429632/YqEhH_t7_normal.jpg"
"x412312","Gregorio Kilili Camacho Sablan","House","D","Northern Marina Islands",17," moderate Democratic follower",0.35058860306,"","x926446070812602371","Del. Kilili Sablan","Kilili_Sablan","CNMI","US Delegate for the CNMI. 
Member of @EdWorkforce, @NatResources & @HouseVetAffairs",112,114,535,84,TRUE,"2017-11-03 13:48:50","http://sablan.house.gov","http://pbs.twimg.com/profile_images/926447365107666946/QPZ1Pd7E_normal.jpg"
"x412718","Adriano Espaillat","House","D","N.Y.",17," rank-and-file Democrat",0.350995172758,"6.0%","x182217410","Adriano Espaillat","EspaillatNY","New York, NY","Congressman for #NY13. Follow me in DC at @RepEspaillat or in Spanish at @Sen_A_Espaillat.",3884,11171,933,157,TRUE,"2010-08-24 02:58:47","","http://pbs.twimg.com/profile_images/1110111878/Headshot_High_Res_normal.jpg"
"x412718","Adriano Espaillat","House","D","N.Y.",17," rank-and-file Democrat",0.350995172758,"6.0%","x817076257770835968","Adriano Espaillat","RepEspaillat","https://www.facebook.com/Congr","U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13",4351,7991,1180,1649,TRUE,"2017-01-05 18:32:15","http://espaillat.house.gov","http://pbs.twimg.com/profile_images/827580972442988545/RJ5H4gCN_normal.jpg"
"x412330","Michael Bennet","Senate","D"," Colo.",17," centrist Democrat",0.35126445596,"7.5%","x45645232","Michael Bennet","BennetForCO","Colorado","This is the official Twitter profile of Bennet for Colorado, Michael Bennet's U.S. Senate campaign. Tweets from Michael signed -MB",945,8419,1788,3,TRUE,"2009-06-08 19:21:51","http://BennetForColorado.com","http://pbs.twimg.com/profile_images/710170820593594368/mmQAxCJk_normal.jpg"
"x412330","Michael Bennet","Senate","D"," Colo.",17," centrist Democrat",0.35126445596,"7.5%","x224285242","Michael F. Bennet","SenBennetCO","Colorado","U.S. Senator for Colorado",2670,197592,317,64,TRUE,"2010-12-08 16:29:29","http://bennet.senate.gov","http://pbs.twimg.com/profile_images/897159863863836676/lopmOrpE_normal.jpg"
"x400100","Peter A. DeFazio","House","D","Ore.",17," moderate Democratic leader",0.35304153644,"7.3%","x252249233","Rep Peter DeFazio","RepPeterDeFazio","","Representing the 4th Congressional District in Oregon",1123,24525,740,2,TRUE,"2011-02-14 20:20:20","http://www.defazio.house.gov","http://pbs.twimg.com/profile_images/433317647241859072/r361UudO_normal.jpeg"
"x400075","James E. Clyburn","House","D","S.C.",17," rank-and-file Democrat",0.353154362402,"5.8%","x188019606","James E. Clyburn","Clyburn","Washington, DC","Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.",1991,56455,1306,45,TRUE,"2010-09-07 18:50:22","http://assistantdemocraticleader.house.gov","http://pbs.twimg.com/profile_images/1120632391/JEC_Photo_-_Twitter_normal.jpg"
"x412282","Jim Himes","House","D","Conn.",17," rank-and-file Democrat",0.354345642052,"7.9%","x31611298","Jim Himes","jahimes","CT and DC","Connecticut Congressman. Reader. Runner. Swimmer. And I make maple syrup.",8548,68466,391,43,TRUE,"2009-04-16 02:38:33","https://twitter.com/jahimes","http://pbs.twimg.com/profile_images/924104958391267328/u984JOMR_normal.jpg"
"x412615","Pete Aguilar","House","D","Calif.",17," moderate Democratic follower",0.355300911788,"7.9%","x3018670151","Rep. Pete Aguilar","RepPeteAguilar","San Bernardino, CA","Pete Aguilar represents CA’s 31st Congressional District. A former mayor, Rep. Aguilar is committed to strengthening the Inland Empire’s middle class.",1283,7702,214,0,TRUE,"2015-02-04 21:01:23","http://aguilar.house.gov/","http://pbs.twimg.com/profile_images/828746680430428160/D93MnndE_normal.jpg"
"x412524","Elizabeth Esty","House","D","Conn.",17," rank-and-file Democrat",0.356812756695,"5.8%","x1060984272","Elizabeth Esty","RepEsty","Cheshire, CT","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",5777,21674,1424,1219,TRUE,"2013-01-04 17:36:04","http://Esty.House.gov","http://pbs.twimg.com/profile_images/446012442053595136/F8Ivbrm2_normal.jpeg"
"x400639","Emanuel Cleaver II","House","D","Mo.",17," rank-and-file Democrat",0.357563685069,"5.1%","x163570705","Rep. Emanuel Cleaver","repcleaver","","This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.",5103,33477,846,54,TRUE,"2010-07-06 19:14:47","http://www.house.gov/cleaver/","http://pbs.twimg.com/profile_images/378800000443568709/7475415f02320d718d83f419ec3517d8_normal.jpeg"
"x412505","Suzan K. DelBene","House","D","Wash.",17," rank-and-file Democrat",0.358036657751,"6.7%","x995193054","Rep. Suzan DelBene","RepDelBene","","U.S. Congresswoman representing Washington's 1st Congressional District (#WA01)",4027,22939,1943,1316,TRUE,"2012-12-07 14:40:48","http://delbene.house.gov/","http://pbs.twimg.com/profile_images/921427442857848832/1Launj_3_normal.jpg"
"x412606","Donald W. Norcross","House","D","N.J.",18," moderate Democratic follower",0.358799259529,"6.3%","x3122099613","Donald Norcross","DonaldNorcross","","Representing New Jersey's 1st Congressional District in the United States House of Representatives",6680,8249,1140,2370,TRUE,"2015-03-27 20:08:34","http://norcross.house.gov","http://pbs.twimg.com/profile_images/684805798489374720/_vCfpWrb_normal.jpg"
"x412742","Tina Smith","Senate","D"," Minn.",18," centrist Democratic follower",0.359909414832,"2.8%","x47724293","Tina Smith","TinaSmithMN","Minnesota, USA","U.S. Senator, working for greater economic opportunity and fairness for all Minnesotans. Mother of Sam and Mason, wife of Archie, daughter of Chris and Harlan.",3251,54734,3660,1819,TRUE,"2009-06-16 19:48:15","https://tinaforminnesota.com/","http://pbs.twimg.com/profile_images/966089783360421888/hc3is0jN_normal.jpg"
"x412742","Tina Smith","Senate","D"," Minn.",18," centrist Democratic follower",0.359909414832,"2.8%","x941000686275387392","Tina Smith","SenTinaSmith","","Official account of U.S. Senator Tina Smith of Minnesota. 

https://t.co/ijpKqkvEVA",498,22180,342,1,TRUE,"2017-12-13 17:43:41","","http://pbs.twimg.com/profile_images/951229723941752833/cz1YSD5Y_normal.jpg"
"x412659","Stacey Plaskett","House","D","Virgin Islands",18," moderate Democratic follower",0.360033464777,"","x2724095695","Rep. Stacey Plaskett","StaceyPlaskett","U.S. Virgin Is. | Wash., DC","Proudly representing the Virgin Islands of the United States",772,5153,371,149,TRUE,"2014-08-11 14:40:01","http://plaskett.house.gov","http://pbs.twimg.com/profile_images/928653661147926528/SrW39LTl_normal.jpg"
"x412523","Scott Peters","House","D","Calif.",18," rank-and-file Democrat",0.36230360617,"13.8%","x292594517","Scott Peters","ScottPetersSD","San Diego, Coronado, Poway","Husband, father, San Diegan, enviro lawyer, congressman, urbanist, patriot. #SD #CA52 #BlueDevils #Padres Personal opinion here. Work acct: @repscottpeters",4536,10367,1467,4688,TRUE,"2011-05-03 22:25:55","http://www.scottpeters.com","http://pbs.twimg.com/profile_images/918571275219603457/FLcIFz7i_normal.jpg"
"x412523","Scott Peters","House","D","Calif.",18," rank-and-file Democrat",0.36230360617,"13.8%","x1135486501","Rep. Scott Peters","RepScottPeters","San Diego, Poway, Coronado","Serving #CA52. @EnergyCommerce, @VetAffairsDems, & @HouseNewDems. Country over Party / Rule of Law / Opportunity to Earn / Strength Abroad / Respect & Kindness",8177,21255,918,1377,TRUE,"2013-01-30 23:28:14","http://scottpeters.house.gov","http://pbs.twimg.com/profile_images/847802771403419649/qRH_GPtZ_normal.jpg"
"x412293","Ben Ray Lujan","House","D","N.M.",18," rank-and-file Democrat",0.366578424105,"4.6%","x2903882167","Ben Ray Luján","ChairmanDCCC","","Chairman of the Democratic Congressional Campaign Committee (@DCCC). Representing New Mexico's 3rd District in the House of Representatives.",20,2196,673,0,TRUE,"2014-11-18 17:25:56","http://DCCC.org","http://pbs.twimg.com/profile_images/534822940122968064/AXC3_po8_normal.jpeg"
