"govTrack_id","full_name","lastName","middleName","firstName","chamber","party","partyName","state","govTrack_desc","govTrack_ideology","govTrack_leadership","propublica_url","proPub_sponsoredBills","proPub_cosponsoredBills","proPub_votesAgainstParty","proPub_missedVotes","twitter_url","user_id","name","screen_name","location","description","url","verified","statuses_count","followers_count","friends_count","favourites_count","listed_count","account_created_at","account_lang","profile_url","profile_expanded_url","profile_image_url","profile_banner_url","profile_background_url","n_obs_timeline","n_obs_origContent","n_obs_textOnly","prop_origContent","prop_textOnly","earliest_status","latest_status","mean_favCount_OC","median_favCount_OC","stdDev_favCount_OC","mean_rtCount_OC","median_rtCount_OC","stdDev_rtCount_OC","mean_favCount_text","median_favCount_text","stdDev_favCount_text","mean_rtCount_text","median_rtCount_text","stdDev_rtCount_text"
300002,"Lamar Alexander","Alexander","","Lamar","Senate","R"," Republican"," Tenn."," centrist Republican leader",0.678052598131,0.701007566353,"https://projects.propublica.org/represent/members/A000360-lamar-alexander",20,60,"2.1%","5.5%","https://twitter.com/SenAlexander",76649729,"Sen. Lamar Alexander","SenAlexander","","Follow Sen. Alexander in TN, in DC, and in the news.","http://t.co/YlhSoXnhmc",TRUE,4120,77109,426,6,2360,"2009-09-23 13:58:50","en","http://t.co/YlhSoXnhmc","http://www.alexander.senate.gov","http://pbs.twimg.com/profile_images/824390599361044480/nZa0YXpu_normal.jpg","https://pbs.twimg.com/profile_banners/76649729/1373926533","http://pbs.twimg.com/profile_background_images/378800000026259255/de59007b453927d78d651445178fdbe5.jpeg",3216,2180,759,0.677860696517413,0.236007462686567,"2014-02-06 23:42:45","2018-02-23 21:28:31",15.4743119266055,5,70.4002050870924,7.85183486238532,4,21.1228529398769,15.030303030303,6,41.9398410565658,7.94598155467721,4,26.8850476153936
400013,"Tammy Baldwin","Baldwin","","Tammy","Senate","D"," Democrat"," Wis."," rank-and-file Democrat",0.16575941398,0.500949451936,"https://projects.propublica.org/represent/members/B001230-tammy-baldwin",39,347,"3.6%","0.8%","https://twitter.com/SenatorBaldwin",1074518754,"Sen. Tammy Baldwin","SenatorBaldwin","Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.","http://t.co/p7vErFeoRD",TRUE,11212,88149,2680,474,1890,"2013-01-09 18:29:44","en","http://t.co/p7vErFeoRD","http://www.baldwin.senate.gov/","http://pbs.twimg.com/profile_images/888484691120148481/IQiOuvpT_normal.jpg","https://pbs.twimg.com/profile_banners/1074518754/1443648530","http://abs.twimg.com/images/themes/theme15/bg.png",3207,2187,429,0.681945743685688,0.13376987839102,"2016-10-01 13:30:01","2018-02-23 21:00:03",116.024234110654,39,598.606445760132,44.732053040695,15,203.167881336838,210.428904428904,87,432.83038561772,67.7389277389277,28,127.217607006626
412251,"John Barrasso","Barrasso","","John","Senate","R"," Republican"," Wyo."," conservative Republican",0.914930794093,0.630406761266,"https://projects.propublica.org/represent/members/B001261-john-barrasso",20,104,"1.7%","0.3%","https://twitter.com/SenJohnBarrasso",202206694,"Sen. John Barrasso","SenJohnBarrasso","","U.S. Senator for the great state of Wyoming and @SenateRPC Chairman.","http://t.co/oAKWpUrAWS",TRUE,3701,79863,505,3,1936,"2010-10-13 14:49:08","en","http://t.co/oAKWpUrAWS","http://barrasso.senate.gov","http://pbs.twimg.com/profile_images/1143907394/twitter_profile_pic_normal.JPG",NA,"http://pbs.twimg.com/profile_background_images/161136571/background.jpg",3241,2100,555,0.647948164146868,0.171243443381672,"2012-05-08 22:12:15","2018-02-23 20:43:31",12.5095238095238,2,213.2452225049,8.54095238095238,5,46.7885550055971,7.51711711711712,2,28.0628030649419,6.59099099099099,4,12.78552282003
412330,"Michael Bennet","Bennet","","Michael","Senate","D"," Democrat"," Colo."," centrist Democrat",0.35126445596,0.330660739246,"https://projects.propublica.org/represent/members/B001267-michael-bennet",30,195,"7.5%","0.3%","https://twitter.com/SenBennetCo",224285242,"Michael F. Bennet","SenBennetCO","Colorado","U.S. Senator for Colorado","http://t.co/bQVU54FnhE",TRUE,2638,197346,316,61,2153,"2010-12-08 16:29:29","en","http://t.co/bQVU54FnhE","http://bennet.senate.gov","http://pbs.twimg.com/profile_images/897159863863836676/lopmOrpE_normal.jpg","https://pbs.twimg.com/profile_banners/224285242/1513177211","http://pbs.twimg.com/profile_background_images/540921619510603777/f2uuQVwZ.jpeg",2641,1859,659,0.703900037864445,0.249526694433927,"2011-01-06 21:41:37","2018-02-22 23:36:03",139.70145239376,9,350.332669293663,50.5373856912318,9,182.303329232178,134.543247344461,1,364.17654023582,46.2731411229135,4,216.079768405047
412490,"Richard Blumenthal","Blumenthal","","Richard","Senate","D"," Democrat"," Conn."," progressive Democratic leader",0.0384250909218,0.714883592293,"https://projects.propublica.org/represent/members/B001277-richard-blumenthal",44,399,"8.4%","0.6%","https://twitter.com/SenBlumenthal",278124059,"Richard Blumenthal","SenBlumenthal","Connecticut, USA","Connecticut’s U.S. Senator","http://t.co/MfF8W57FEu",TRUE,9672,388135,976,435,2792,"2011-04-06 17:13:53","en","http://t.co/MfF8W57FEu","http://blumenthal.senate.gov/","http://pbs.twimg.com/profile_images/870748217440423937/_iFTgKfI_normal.jpg","https://pbs.twimg.com/profile_banners/278124059/1512656613","http://pbs.twimg.com/profile_background_images/700681397/7be6dec0c815f772c125569e158cc0bd.jpeg",3233,1996,1021,0.617383235385091,0.31580575317043,"2016-06-30 16:33:08","2018-02-23 21:20:54",499.735971943888,122,2314.7794031271,210.879759519038,36,932.090091363053,667.614103819785,157,3059.36149655846,260.707149853085,48,1101.34384198231
400034,"Roy Blunt","Blunt","","Roy","Senate","R"," Republican"," Mo."," moderate Republican leader",0.807650639997,0.748998884362,"https://projects.propublica.org/represent/members/B000575-roy-blunt",29,171,"1.4%","2.2%","https://twitter.com/RoyBlunt",21269970,"Senator Roy Blunt","RoyBlunt","Missouri","Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.","http://t.co/PG3SSnhQDI",TRUE,9409,79320,7152,62,3261,"2009-02-19 02:58:03","en","http://t.co/PG3SSnhQDI","http://blunt.senate.gov","http://pbs.twimg.com/profile_images/535810548802125824/X0pxn3zA_normal.jpeg","https://pbs.twimg.com/profile_banners/21269970/1407953971","http://pbs.twimg.com/profile_background_images/404712624/twitter_background_image_3.jpg",3245,2524,359,0.777812018489985,0.110631741140216,"2016-02-10 23:28:22","2018-02-22 21:33:22",16.6755150554675,8,29.9206192935607,7.09469096671949,4,11.1518607754507,19.5041782729805,8,36.0759496687813,8.07242339832869,5,13.4546742715383
412598,"Cory Booker","Booker","","Cory","Senate","D"," Democrat"," N.J."," rank-and-file Democrat",0.200149668924,0.50097872904,"https://projects.propublica.org/represent/members/B001288-cory-booker",42,306,"16.1%","5.3%","https://twitter.com/CoryBooker",15808765,"Cory Booker","CoryBooker","Newark, NJ","U.S. Senator from New Jersey",NA,TRUE,61391,3908669,93457,79,15900,"2008-08-11 14:41:16","en",NA,NA,"http://pbs.twimg.com/profile_images/808720861561819136/ErfTMaMx_normal.jpg","https://pbs.twimg.com/profile_banners/15808765/1486430014","http://pbs.twimg.com/profile_background_images/74694112/Cory_Booker_looking_up5.jpg",3215,423,133,0.131570762052877,0.0413685847589425,"2017-03-02 03:38:16","2018-02-23 21:13:03",4648.51536643026,1611,8495.9279729994,1356.40661938534,379,2526.41868739762,8220.75939849624,4599,11293.7978756849,2271.93233082707,1134,3063.71463283492
400040,"John Boozman","Boozman","","John","Senate","R"," Republican"," Ark."," rank-and-file Republican",0.859491160374,0.482141979938,"https://projects.propublica.org/represent/members/B001236-john-boozman",16,196,"0.8%","0.0%","https://twitter.com/JohnBoozman",5558312,"Senator John Boozman","JohnBoozman","Arkansas","Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843","http://t.co/PnVwyyvcAT",TRUE,3663,59850,738,202,2204,"2007-04-27 16:05:52","en","http://t.co/PnVwyyvcAT","http://boozman.senate.gov","http://pbs.twimg.com/profile_images/1252648707/Senator_John_Boozman_-_twitter2_normal.jpg","https://pbs.twimg.com/profile_banners/5558312/1517932966","http://pbs.twimg.com/profile_background_images/438034918/boozman_twitter.jpg",3215,2557,381,0.795334370139969,0.11850699844479,"2011-08-24 13:35:47","2018-02-23 20:31:59",14.4282362143136,4,287.894341437119,7.12671098944075,3,62.8100539235626,49.9553805774278,5,743.629955799094,15.0393700787402,4,158.576234443023
400050,"Sherrod Brown","Brown","","Sherrod","Senate","D"," Democrat"," Ohio"," progressive Democratic leader",0.0696836415347,0.855744049084,"https://projects.propublica.org/represent/members/B000944-sherrod-brown",47,334,"5.0%","0.0%","https://twitter.com/SenSherrodBrown",43910797,"Sherrod Brown","SenSherrodBrown","Cleveland, OH","Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.","http://t.co/YX0sj7bkFG",TRUE,4340,337498,204,56,3704,"2009-06-01 16:07:45","en","http://t.co/YX0sj7bkFG","http://brown.senate.gov","http://pbs.twimg.com/profile_images/523158370333638657/cLmYIfYa_normal.jpeg","https://pbs.twimg.com/profile_banners/43910797/1397501269","http://pbs.twimg.com/profile_background_images/96234831/SB_TwitterBackground.jpg",3227,2037,516,0.631236442516269,0.159900836690425,"2014-02-27 15:20:29","2018-02-23 00:15:08",287.770250368188,73,685.376774070117,115.506136475209,31,346.045413038119,442.78488372093,148,780.551185788051,155.385658914729,44.5,340.302641587755
400054,"Richard M. Burr","Burr","M.","Richard","Senate","R"," Republican"," N.C."," rank-and-file Republican",0.707120231462,0.421890181639,"https://projects.propublica.org/represent/members/B001135-richard-m-burr",23,85,"1.1%","3.3%","https://twitter.com/SenatorBurr",21157904,"Richard Burr","SenatorBurr","Winston-Salem, NC","U.S. Senator from North Carolina, Chairman of the Senate Select Committee on Intelligence","http://t.co/MHZvAsvWrN",TRUE,3410,105938,1836,45,3120,"2009-02-18 01:53:03","en","http://t.co/MHZvAsvWrN","http://burr.senate.gov","http://pbs.twimg.com/profile_images/588079658819653632/wwdO4Eqv_normal.jpg","https://pbs.twimg.com/profile_banners/21157904/1402319779","http://pbs.twimg.com/profile_background_images/821443790/958deacf216c26cd1a8e60fee00a2323.jpeg",3200,2743,1096,0.8571875,0.3425,"2010-03-30 20:24:34","2018-02-22 18:24:27",32.5140357273059,4,518.971464711818,19.2234779438571,5,215.838079562802,42.5967153284672,2,794.075612463219,20.2189781021898,5,298.149142056302
